,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,index.y,hhld_structure,electricity,parafin.lamp,radio,tv,mobile,iron,fridge,generator,clock_watch,bed,sofa,kerosene_cooker,solar,bike,motorbike,truck_car,mosquito_net,panga,blanket,none_above,crop_sales,livestock_sales,milk_sales,meat_sales,business,firewood,charcoal,natural_resurces,specify,casual,salary,gifts,other,specify_other_income,who_crop_sales,who_livestock_sales,who_milk_sales,who_meat_sales,who_business,who_firewood,who_charcoal,who_natural_resurces,who_casual,who_salary,who_gifts,who_other,stones_crop_sales,stones_livestock_sales,stones_milk_sales,stones_meat_sales,stones_business,stones_firewood,stones_charcoal,stones_natural_resurces,stones_casual_labor,stones_salary,stones_gifts,stones_other,ksh_crop_sales,ksh_livestock_sales,ksh_milk_sales,ksh_meat_sales,ksh_business,ksh_firewood,ksh_charcoal,ksh_natural_resurces,ksh_casual_labor,ksh_salary,ksh_gifts,ksh_other,describe_income,compare_income,wellbeing,change_cause1,change_cause2,casual_work,no_cattle,no_donkeys,no_sheep,no_goats,no_camels,no_chicken,no_other,other_livestock,sell_cattle,why_cattle,sell_donkeys,why_donkeys,sell_sheep,why_sheep,sell_goats,why_goats,sell_camels,why_camels,sell_chicken,why_chicken,sell_other,what_sell_other,why_other,sick_livestock,sell_milk,quantity,units,sell_eggs,no_eggs
2369,LA001,797,17/11/14,Kalama,waso,Laresoro,Lochoriong,baseline,NRT,797,NA,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,1,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,1,70,10,86,86,25,NA,NA,NA,10,NA,NA,NA,40,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA002,663,29/11/14,Melako,laisamis,Laisamis,Barrier,baseline,NRT,663,NA,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,1,1,NA,0,NA,1,1,0,0,NA,NA,NA,NA,NA,1,3,NA,NA,2,2,NA,NA,NA,NA,NA,NA,4,1,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA003,662,29/11/14,Melako,laisamis,Laisamis,Barrier,baseline,NRT,662,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,1,1,NA,0,NA,1,0,0,0,NA,NA,NA,NA,NA,1,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA003,662,29/11/14,Melako,laisamis,Laisamis,Barrier,baseline,NRT,796,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,1,NA,1,0,NA,1,NA,1,0,0,0,NA,NA,2,3,NA,1,NA,NA,6,2,NA,NA,NA,NA,4,1,NA,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,2,5,NA,12,12,NA,7,NA,NA,6,NA,NA,NA,25,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA003,796,17/11/14,Kalama,waso,Laresoro,Lochoriong,baseline,NRT,662,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,1,1,NA,0,NA,1,0,0,0,NA,NA,NA,NA,NA,1,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA003,796,17/11/14,Kalama,waso,Laresoro,Lochoriong,baseline,NRT,796,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,1,NA,1,0,NA,1,NA,1,0,0,0,NA,NA,2,3,NA,1,NA,NA,6,2,NA,NA,NA,NA,4,1,NA,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,2,5,NA,12,12,NA,7,NA,NA,6,NA,NA,NA,25,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA004,661,29/11/14,Melako,laisamis,Laisamis,Barrier,baseline,NRT,661,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,1,1,NA,0,NA,0,1,0,0,NA,NA,NA,NA,NA,1,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA004,661,29/11/14,Melako,laisamis,Laisamis,Barrier,baseline,NRT,795,NA,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,0,1,1,NA,1,1,NA,1,NA,0,0,0,0,NA,NA,2,3,NA,3,2,NA,6,NA,NA,NA,NA,NA,5,1,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,1,15,4,38,38,NA,7,NA,NA,10,NA,NA,NA,28,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA004,795,17/11/14,Kalama,waso,Laresoro,Lochoriong,baseline,NRT,661,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,1,1,NA,0,NA,0,1,0,0,NA,NA,NA,NA,NA,1,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA004,795,17/11/14,Kalama,waso,Laresoro,Lochoriong,baseline,NRT,795,NA,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,NA,NA,NA,NA,0,1,1,NA,1,1,NA,1,NA,0,0,0,0,NA,NA,2,3,NA,3,2,NA,6,NA,NA,NA,NA,NA,5,1,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,1,15,4,38,38,NA,7,NA,NA,10,NA,NA,NA,28,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA005,794,17/11/14,Kalama,waso,Laresoro,Lochoriong,baseline,NRT,794,NA,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,NA,NA,NA,NA,0,1,1,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,1,1,1,8,8,2,NA,NA,NA,2,NA,NA,NA,18,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA005,794,17/11/14,Kalama,waso,Laresoro,Lochoriong,baseline,NRT,660,NA,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,NA,1,0,NA,0,NA,1,0,0,0,NA,NA,1,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,2,5,6,17,38,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,NA,2,1,NA,NA,NA,NA
2369,LA005,660,29/11/14,Melako,laisamis,Laisamis,Barrier,baseline,NRT,794,NA,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,NA,NA,NA,NA,0,1,1,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,1,1,1,8,8,2,NA,NA,NA,2,NA,NA,NA,18,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA005,660,29/11/14,Melako,laisamis,Laisamis,Barrier,baseline,NRT,660,NA,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,NA,1,0,NA,0,NA,1,0,0,0,NA,NA,1,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,2,5,6,17,38,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,5,NA,NA,NA,NA,2,1,NA,NA,NA,NA
2369,LA006,793,17/11/14,Kalama,waso,Laresoro,Lochoriong,baseline,NRT,793,NA,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,0,1,0,NA,1,0,NA,1,NA,0,0,0,0,NA,NA,3,NA,NA,1,NA,NA,6,NA,NA,NA,NA,NA,8,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,6,6,NA,3,NA,NA,NA,NA,NA,NA,12,NA,12,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA006,793,17/11/14,Kalama,waso,Laresoro,Lochoriong,baseline,NRT,659,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,NA,0,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA006,659,29/11/14,Melako,laisamis,Laisamis,Barrier,baseline,NRT,793,NA,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,0,1,0,NA,1,0,NA,1,NA,0,0,0,0,NA,NA,3,NA,NA,1,NA,NA,6,NA,NA,NA,NA,NA,8,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,6,6,NA,3,NA,NA,NA,NA,NA,NA,12,NA,12,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA006,659,29/11/14,Melako,laisamis,Laisamis,Barrier,baseline,NRT,659,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,NA,0,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA007,658,29/11/14,Melako,laisamis,Laisamis,Barrier,baseline,NRT,658,NA,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,NA,0,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
2369,LA007,658,29/11/14,Melako,laisamis,Laisamis,Barrier,baseline,NRT,792,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,1,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,3,1,NA,NA,NA,NA,1,1,1,NA,NA,1,3,0,NA,0,2,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,20,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA007,792,17/11/14,Kalama,waso,Laresoro,Lochoriong,baseline,NRT,658,NA,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,NA,0,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
2369,LA007,792,17/11/14,Kalama,waso,Laresoro,Lochoriong,baseline,NRT,792,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,1,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,3,1,NA,NA,NA,NA,1,1,1,NA,NA,1,3,0,NA,0,2,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,20,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA008,657,29/11/14,Melako,laisamis,Laisamis,Barrier,baseline,NRT,657,NA,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,1,0,NA,0,NA,0,1,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
2369,LA008,657,29/11/14,Melako,laisamis,Laisamis,Barrier,baseline,NRT,791,NA,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,1,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,1,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
2369,LA008,791,17/11/14,Kalama,waso,Laresoro,Lochoriong,baseline,NRT,657,NA,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,1,0,NA,0,NA,0,1,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
2369,LA008,791,17/11/14,Kalama,waso,Laresoro,Lochoriong,baseline,NRT,791,NA,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,1,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,1,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
2369,LA009,656,29/11/14,Melako,laisamis,Laisamis,Barrier,baseline,NRT,656,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,NA,0,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA009,656,29/11/14,Melako,laisamis,Laisamis,Barrier,baseline,NRT,790,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,0,0,NA,0,1,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,1,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
2369,LA009,790,18/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,656,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,NA,0,NA,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA009,790,18/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,790,NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,0,0,0,NA,0,1,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,1,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
2369,LA010,655,30/11/14,Melako,laisamis,Laisamis,Barrier,baseline,NRT,655,NA,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,1,0,NA,0,NA,1,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA010,655,30/11/14,Melako,laisamis,Laisamis,Barrier,baseline,NRT,789,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,1,NA,0,0,NA,0,NA,1,0,0,0,NA,NA,3,1,NA,NA,NA,NA,NA,2,NA,NA,NA,1,2,2,NA,1,1,NA,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,5,NA,3,2,2,2,NA,NA,2,NA,NA,NA,10,NA,3,NA,1,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA010,789,18/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,655,NA,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,1,0,NA,0,NA,1,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA010,789,18/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,789,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,1,NA,0,0,NA,0,NA,1,0,0,0,NA,NA,3,1,NA,NA,NA,NA,NA,2,NA,NA,NA,1,2,2,NA,1,1,NA,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,5,NA,3,2,2,2,NA,NA,2,NA,NA,NA,10,NA,3,NA,1,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA011,788,18/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,788,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,1,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,1,NA,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
2369,LA011,788,18/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,654,NA,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,1,0,NA,0,NA,0,1,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,9,19,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
2369,LA011,654,30/11/14,Melako,laisamis,Laisamis,Barrier,baseline,NRT,788,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,1,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,1,NA,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
2369,LA011,654,30/11/14,Melako,laisamis,Laisamis,Barrier,baseline,NRT,654,NA,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,1,0,NA,0,NA,0,1,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,1,9,19,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
2369,LA012,653,30/11/14,Melako,laisamis,Laisamis,Barrier,baseline,NRT,653,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,NA,0,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA012,653,30/11/14,Melako,laisamis,Laisamis,Barrier,baseline,NRT,787,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1,0,NA,1,0,NA,0,NA,0,0,0,0,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,2,1,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
2369,LA012,787,18/11/14,Kalama,waso,Laresoro,Lablab,baseline,NRT,653,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,NA,0,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
