,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,index.y,hhld_structure,electricity,parafin.lamp,radio,tv,mobile,iron,fridge,generator,clock_watch,bed,sofa,kerosene_cooker,solar,bike,motorbike,truck_car,mosquito_net,panga,blanket,none_above,crop_sales,livestock_sales,milk_sales,meat_sales,business,firewood,charcoal,natural_resurces,specify,casual,salary,gifts,other,specify_other_income,who_crop_sales,who_livestock_sales,who_milk_sales,who_meat_sales,who_business,who_firewood,who_charcoal,who_natural_resurces,who_casual,who_salary,who_gifts,who_other,stones_crop_sales,stones_livestock_sales,stones_milk_sales,stones_meat_sales,stones_business,stones_firewood,stones_charcoal,stones_natural_resurces,stones_casual_labor,stones_salary,stones_gifts,stones_other,ksh_crop_sales,ksh_livestock_sales,ksh_milk_sales,ksh_meat_sales,ksh_business,ksh_firewood,ksh_charcoal,ksh_natural_resurces,ksh_casual_labor,ksh_salary,ksh_gifts,ksh_other,describe_income,compare_income,wellbeing,change_cause1,change_cause2,casual_work,no_cattle,no_donkeys,no_sheep,no_goats,no_camels,no_chicken,no_other,other_livestock,sell_cattle,why_cattle,sell_donkeys,why_donkeys,sell_sheep,why_sheep,sell_goats,why_goats,sell_camels,why_camels,sell_chicken,why_chicken,sell_other,what_sell_other,why_other,sick_livestock,sell_milk,quantity,units,sell_eggs,no_eggs
514,lpus003,94,15/11/15,meibae ,lodungokwe,lpus,junction,baseline,NRT,129,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,NA,0,1,1,0,0,0,0,0,NA,0,1,0,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,150000,24000,NA,NA,NA,NA,NA,NA,1.00E+05,NA,NA,2,3,3,marketing of livestock went down,rise of product in the market,2,10,3,20,30,2,5,2,dog,2,1,NA,NA,5,1,6,1,NA,NA,3,1,NA,NA,NA,2,1,NA,NA,2,10
515,lpus003,94,15/11/15,meibae ,lodungokwe,lpus,junction,baseline,NRT,94,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,0,1,0,0,1,0,0,0,NA,1,0,0,NA,NA,NA,2,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,48000,NA,NA,3600,NA,NA,NA,18000,NA,NA,NA,2,3,2,drought,not getting help else where,2,3,2,10,25,NA,NA,NA,NA,1,1,NA,NA,2,1,4,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA
516,lpus004,95,15/11/15,meibae ,lodungokwe,lpus,lolchai,baseline,NRT,95,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,0,0,0,0,0,NA,0,0,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,32000,NA,NA,NA,NA,NA,NA,NA,NA,24000,NA,1,3,1,livestock good price,because government offered loan to them,2,3,1,5,50,2,3,1,dog,3,1,NA,NA,2,1,4,1,1,1,1,1,NA,NA,NA,2,1,NA,NA,2,5
517,lpus004,95,15/11/15,meibae ,lodungokwe,lpus,lolchai,baseline,NRT,130,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,NA,0,1,1,1,0,0,0,0,NA,0,0,0,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,10000,NA,2000,NA,NA,NA,NA,NA,NA,NA,2,3,3,drought,decrease in price of livestock,2,10,3,20,30,1,2,1,dog,2,1,NA,NA,3,1,10,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
518,lpus004,130,16/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,95,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,0,0,0,0,0,NA,0,0,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,32000,NA,NA,NA,NA,NA,NA,NA,NA,24000,NA,1,3,1,livestock good price,because government offered loan to them,2,3,1,5,50,2,3,1,dog,3,1,NA,NA,2,1,4,1,1,1,1,1,NA,NA,NA,2,1,NA,NA,2,5
519,lpus004,130,16/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,130,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,NA,0,1,1,1,0,0,0,0,NA,0,0,0,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,50000,10000,NA,2000,NA,NA,NA,NA,NA,NA,NA,2,3,3,drought,decrease in price of livestock,2,10,3,20,30,1,2,1,dog,2,1,NA,NA,3,1,10,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
520,lpus005,131,16/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,131,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,1,0,0,0,0,0,NA,0,0,0,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70000,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,there before they had many livestock,things are cheaper than before,2,3,NA,4,4,NA,NA,1,dog,3,1,NA,NA,1,1,20,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
521,lpus005,131,16/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,96,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,24000,NA,NA,NA,NA,NA,NA,NA,NA,5000,NA,1,3,1,livestock good price,poor long drought,2,NA,NA,10,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
522,lpus005,96,15/11/15,meibae ,lodungokwe,lpus,lolchai,baseline,NRT,131,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,1,0,0,0,0,0,NA,0,0,0,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70000,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,there before they had many livestock,things are cheaper than before,2,3,NA,4,4,NA,NA,1,dog,3,1,NA,NA,1,1,20,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
523,lpus005,96,15/11/15,meibae ,lodungokwe,lpus,lolchai,baseline,NRT,96,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,24000,NA,NA,NA,NA,NA,NA,NA,NA,5000,NA,1,3,1,livestock good price,poor long drought,2,NA,NA,10,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
524,lpus006,97,15/11/15,meibae ,lodungokwe,lpus,lolchai,baseline,NRT,97,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,0,1,0,0,0,NA,0,0,1,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,6,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,18000,NA,NA,2400,NA,NA,NA,NA,NA,12000,NA,2,3,2,because of home needs,high cost of living,2,2,1,10,10,NA,NA,1,dog,NA,NA,NA,NA,6,1,3,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
525,lpus006,97,15/11/15,meibae ,lodungokwe,lpus,lolchai,baseline,NRT,132,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,1,0,0,0,0,NA,0,0,0,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00E+05,NA,8000,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,drought affecting animals,high cost of living,2,4,5,1,10,NA,1,2,dog,2,1,NA,NA,1,1,30,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
526,lpus006,132,17/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,97,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,0,1,0,0,0,NA,0,0,1,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,6,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,18000,NA,NA,2400,NA,NA,NA,NA,NA,12000,NA,2,3,2,because of home needs,high cost of living,2,2,1,10,10,NA,NA,1,dog,NA,NA,NA,NA,6,1,3,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
527,lpus006,132,17/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,132,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,1,0,0,0,0,NA,0,0,0,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00E+05,NA,8000,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,drought affecting animals,high cost of living,2,4,5,1,10,NA,1,2,dog,2,1,NA,NA,1,1,30,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
528,lpus007,133,17/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,133,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,NA,0,1,0,1,0,0,0,0,NA,0,0,0,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,80000,NA,4000,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,drought affecting livestock,market prices went low in market,2,13,4,10,40,NA,1,2,dog,1,1,NA,NA,NA,NA,20,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
529,lpus007,133,17/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,98,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,0,1,0,0,1,0,0,0,NA,0,0,1,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,6,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,72000,NA,NA,6000,NA,NA,NA,NA,NA,6000,NA,1,3,1,consistence drought,lack of good price for livestock,2,4,2,9,10,2,NA,1,dog,NA,NA,NA,NA,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
530,lpus007,98,16/11/15,meibae ,lodungokwe,lpus,lolchai,baseline,NRT,133,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,NA,0,1,0,1,0,0,0,0,NA,0,0,0,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,80000,NA,4000,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,drought affecting livestock,market prices went low in market,2,13,4,10,40,NA,1,2,dog,1,1,NA,NA,NA,NA,20,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
531,lpus007,98,16/11/15,meibae ,lodungokwe,lpus,lolchai,baseline,NRT,98,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,0,1,0,0,1,0,0,0,NA,0,0,1,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,6,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,72000,NA,NA,6000,NA,NA,NA,NA,NA,6000,NA,1,3,1,consistence drought,lack of good price for livestock,2,4,2,9,10,2,NA,1,dog,NA,NA,NA,NA,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
532,lpus008,134,17/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,134,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,0,1,0,1,0,0,0,1,NA,0,0,0,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,1.00E+05,NA,6000,NA,NA,NA,3000,NA,NA,NA,NA,1,1,1,improvement of livestock in amount,improvement  of market for livestock,2,12,1,3,4,NA,14,2,dog,NA,NA,NA,NA,NA,NA,3,1,NA,NA,5,1,NA,NA,NA,2,1,NA,NA,2,40
533,lpus008,134,17/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,0,0,0,0,0,NA,0,0,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,30000,NA,NA,NA,NA,NA,NA,NA,NA,7200,NA,2,3,3,livestock reduced,no good price for animals,2,10,1,15,15,2,NA,1,dog,4,1,NA,NA,5,1,10,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
534,lpus008,99,16/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,134,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,0,1,0,1,0,0,0,1,NA,0,0,0,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,1.00E+05,NA,6000,NA,NA,NA,3000,NA,NA,NA,NA,1,1,1,improvement of livestock in amount,improvement  of market for livestock,2,12,1,3,4,NA,14,2,dog,NA,NA,NA,NA,NA,NA,3,1,NA,NA,5,1,NA,NA,NA,2,1,NA,NA,2,40
535,lpus008,99,16/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,0,0,0,0,0,NA,0,0,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,30000,NA,NA,NA,NA,NA,NA,NA,NA,7200,NA,2,3,3,livestock reduced,no good price for animals,2,10,1,15,15,2,NA,1,dog,4,1,NA,NA,5,1,10,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
536,lpus009,100,16/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,0,1,0,0,1,0,0,0,NA,0,0,1,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,6,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,42000,NA,NA,2400,NA,NA,NA,NA,NA,36000,NA,3,3,3,because of drought,lack of bad health of livestock,2,4,1,NA,10,NA,NA,1,dog,3,1,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
537,lpus009,100,16/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,135,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,1,0,0,0,0,NA,0,0,0,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,NA,10000,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,low price of livestock,drought affecting livestock,2,11,4,10,40,5,6,2,dog,2,1,NA,NA,3,1,40,1,1,1,7,1,NA,NA,NA,2,1,NA,NA,2,20
538,lpus009,135,17/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,100,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,0,1,0,0,1,0,0,0,NA,0,0,1,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,6,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,42000,NA,NA,2400,NA,NA,NA,NA,NA,36000,NA,3,3,3,because of drought,lack of bad health of livestock,2,4,1,NA,10,NA,NA,1,dog,3,1,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
539,lpus009,135,17/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,135,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,1,0,0,0,0,NA,0,0,0,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,150000,NA,10000,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,low price of livestock,drought affecting livestock,2,11,4,10,40,5,6,2,dog,2,1,NA,NA,3,1,40,1,1,1,7,1,NA,NA,NA,2,1,NA,NA,2,20
540,lpus010,101,16/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,101,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,0,1,0,0,0,NA,0,0,1,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,5,NA,NA,6,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,72000,NA,NA,3600,NA,NA,NA,NA,NA,24000,NA,3,3,2,low price of livestock,drought,2,4,4,6,4,NA,NA,1,dog,1,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA
541,lpus010,101,16/11/15,meibae ,lodungokwe,lpus,lekupe,baseline,NRT,136,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,1,0,0,0,0,NA,0,0,0,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,120000,NA,4000,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,drought experience,livestock cost went down,2,13,2,5,10,NA,3,1,dog,3,1,NA,NA,5,1,20,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
542,lpus010,136,17/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,101,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,0,1,0,0,0,NA,0,0,1,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,5,NA,NA,6,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,72000,NA,NA,3600,NA,NA,NA,NA,NA,24000,NA,3,3,2,low price of livestock,drought,2,4,4,6,4,NA,NA,1,dog,1,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA
543,lpus010,136,17/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,136,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,1,0,0,0,0,NA,0,0,0,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,120000,NA,4000,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,drought experience,livestock cost went down,2,13,2,5,10,NA,3,1,dog,3,1,NA,NA,5,1,20,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
544,lpus011,102,17/11/15,meibae ,lodungokwe,lpus,Naarayani,baseline,NRT,102,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,NA,0,1,0,0,1,0,0,0,NA,0,0,1,NA,NA,NA,3,NA,NA,1,NA,NA,NA,3,NA,3,NA,NA,6,NA,NA,2,NA,NA,NA,1,NA,1,NA,NA,180000,NA,NA,24000,NA,NA,NA,3600,NA,18000,NA,2,3,3,because of drought,because of home basic needs,2,4,1,8,20,1,NA,1,dog,2,1,NA,NA,5,1,10,1,1,1,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
545,lpus011,102,17/11/15,meibae ,lodungokwe,lpus,Naarayani,baseline,NRT,137,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,1,0,0,1,0,0,0,NA,0,0,0,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,80000,NA,NA,30000,NA,NA,NA,NA,NA,NA,NA,2,3,3,prices of livestock went down,drought finished most animals,2,4,1,7,20,NA,3,1,dog,NA,NA,NA,NA,4,1,30,1,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,2,10
546,lpus011,137,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,102,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,NA,0,1,0,0,1,0,0,0,NA,0,0,1,NA,NA,NA,3,NA,NA,1,NA,NA,NA,3,NA,3,NA,NA,6,NA,NA,2,NA,NA,NA,1,NA,1,NA,NA,180000,NA,NA,24000,NA,NA,NA,3600,NA,18000,NA,2,3,3,because of drought,because of home basic needs,2,4,1,8,20,1,NA,1,dog,2,1,NA,NA,5,1,10,1,1,1,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
547,lpus011,137,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,137,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,1,0,0,1,0,0,0,NA,0,0,0,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,80000,NA,NA,30000,NA,NA,NA,NA,NA,NA,NA,2,3,3,prices of livestock went down,drought finished most animals,2,4,1,7,20,NA,3,1,dog,NA,NA,NA,NA,4,1,30,1,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,2,10
548,lpus012,138,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,138,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,1,0,0,1,0,0,0,NA,0,0,0,NA,NA,NA,6,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,140000,NA,NA,72000,NA,NA,NA,NA,NA,NA,NA,1,1,3,drought,marketing of livestock went down,2,4,2,25,48,NA,NA,1,dog,NA,NA,NA,NA,4,1,26,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
549,lpus012,138,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,103,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,0,0,0,0,0,NA,0,0,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,96000,NA,NA,NA,NA,NA,NA,NA,NA,12000,NA,3,3,3,prolonged drought,animals diseases,2,10,2,20,40,2,NA,1,dog,2,1,NA,NA,5,1,10,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA
550,lpus012,103,17/11/15,meibae ,lodungokwe,lpus,Naarayani,baseline,NRT,138,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,1,0,0,1,0,0,0,NA,0,0,0,NA,NA,NA,6,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,140000,NA,NA,72000,NA,NA,NA,NA,NA,NA,NA,1,1,3,drought,marketing of livestock went down,2,4,2,25,48,NA,NA,1,dog,NA,NA,NA,NA,4,1,26,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
551,lpus012,103,17/11/15,meibae ,lodungokwe,lpus,Naarayani,baseline,NRT,103,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,0,0,0,0,0,NA,0,0,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,96000,NA,NA,NA,NA,NA,NA,NA,NA,12000,NA,3,3,3,prolonged drought,animals diseases,2,10,2,20,40,2,NA,1,dog,2,1,NA,NA,5,1,10,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA
552,lpus013,139,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,139,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,0,1,0,0,1,0,0,0,NA,0,0,0,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,90000,NA,NA,10000,NA,NA,NA,NA,NA,NA,NA,2,3,3,high cost of living,drought affecting livestock,2,4,1,6,20,NA,6,1,dog,1,1,NA,NA,6,1,24,1,NA,NA,5,1,NA,NA,NA,2,1,NA,NA,1,NA
553,lpus013,139,19/11/15,meibae ,lodungokwe,lpus,lpus,baseline,NRT,104,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,1,0,0,1,0,0,0,NA,0,0,1,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,6,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,84000,NA,NA,14400,NA,NA,NA,NA,NA,24000,NA,3,3,3,because of drought,because of basic needs and animal diseases,2,3,5,20,50,NA,NA,1,dog,1,1,NA,NA,2,1,12,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1,NA
554,lpus013,104,17/11/15,meibae ,lodungokwe,lpus,Naarayani,baseline,NRT,139,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,0,1,0,0,1,0,0,0,NA,0,0,0,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,90000,NA,NA,10000,NA,NA,NA,NA,NA,NA,NA,2,3,3,high cost of living,drought affecting livestock,2,4,1,6,20,NA,6,1,dog,1,1,NA,NA,6,1,24,1,NA,NA,5,1,NA,NA,NA,2,1,NA,NA,1,NA
