,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,index.y,wilidlife_cost_benefits,importance,problems,wildlife_problem1,wildlife_problem2,wildlife_problem3,wildlife_problem4,wildlife_problem5,other_wildlife,problem_trend,positive_conservation1,positive_conservation2,positive_conservation3,other_positive,negative_conservation1,negative_conservation2,negative_conservation3,other_negative,population
768,nandungoro022,183,03/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,183,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
769,nandungoro023,95,03/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,95,2,2,2,1,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
770,nandungoro023,95,03/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,184,2,3,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
771,nandungoro023,184,03/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,95,2,2,2,1,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
772,nandungoro023,184,03/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,184,2,3,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
773,nandungoro024,96,04/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,96,2,2,2,1,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
774,nandungoro024,96,04/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,185,2,2,2,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
775,nandungoro024,185,03/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,96,2,2,2,1,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
776,nandungoro024,185,03/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,185,2,2,2,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
777,nandungoro025,186,04/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,186,2,2,2,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
778,nandungoro025,186,04/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,97,2,2,2,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
779,nandungoro025,97,04/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,186,2,2,2,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
780,nandungoro025,97,04/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,97,2,2,2,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
781,nandungoro026,187,04/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,187,2,2,2,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
782,nandungoro026,187,04/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,98,2,2,2,1,2,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
783,nandungoro026,98,03/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,187,2,2,2,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
784,nandungoro026,98,03/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,98,2,2,2,1,2,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
785,nandungoro027,188,04/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,188,2,1,2,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
786,nandungoro027,188,04/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,99,2,2,2,1,2,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
787,nandungoro027,99,05/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,188,2,1,2,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
788,nandungoro027,99,05/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,99,2,2,2,1,2,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
789,nandungoro028,100,04/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,100,2,2,2,1,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
790,nandungoro028,100,04/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,189,2,3,2,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
791,nandungoro028,189,04/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,100,2,2,2,1,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
792,nandungoro028,189,04/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,189,2,3,2,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
793,nandungoro029,190,05/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,190,2,2,2,3,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
794,nandungoro029,190,05/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,101,2,2,2,1,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
795,nandungoro029,101,05/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,190,2,2,2,3,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
796,nandungoro029,101,05/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,101,2,2,2,1,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
797,nandungoro030,191,05/12/15,lekurruki,sieku,sieku,nandungoro,baseline,NRT,191,2,1,2,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
798,nantapuki001,181,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,181,98,2,2,1,3,4,NA,NA,NA,1,NA,NA,NA,no benefit,1,2,NA,NA,NA
799,nantapuki001,181,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,181,98,2,2,1,3,4,NA,NA,NA,1,NA,NA,NA,no benefit,1,2,NA,NA,NA
800,nantapuki002,182,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,182,2,2,2,1,2,3,4,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
801,nantapuki002,182,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,182,2,2,2,1,2,3,4,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
802,nantapuki003,183,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,183,98,2,1,2,3,NA,NA,NA,NA,1,NA,NA,NA,no benefit,1,2,NA,NA,NA
803,nantapuki003,183,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,183,98,2,1,2,3,NA,NA,NA,NA,1,NA,NA,NA,no benefit,1,2,NA,NA,NA
804,nantapuki004,184,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,184,98,3,2,1,2,4,NA,NA,NA,1,NA,NA,NA,no benefit,NA,NA,NA,NA,NA
805,nantapuki004,184,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,184,98,3,2,1,2,4,NA,NA,NA,1,NA,NA,NA,no benefit,NA,NA,NA,NA,NA
806,nantapuki005,185,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,185,98,2,2,1,2,3,4,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
807,nantapuki005,185,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,185,98,2,2,1,2,3,4,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
808,nantapuki006,186,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,186,98,3,2,1,2,4,NA,NA,NA,1,NA,NA,NA,no benefit,1,2,NA,NA,NA
809,nantapuki006,186,25/06/15,namunyak,nkare narok,nkare narok,nantapuki,baseline,NRT,186,98,3,2,1,2,4,NA,NA,NA,1,NA,NA,NA,no benefit,1,2,NA,NA,NA
810,nantei001,37,19/06/15,namunyak,ngilai ,ngilai central,nantei,baseline,NRT,37,2,3,2,2,5,NA,NA,NA,NA,3,1,2,3,NA,1,2,NA,NA,NA
811,nantei001,37,19/06/15,namunyak,ngilai ,ngilai central,nantei,baseline,NRT,37,2,3,2,2,5,NA,NA,NA,NA,3,1,2,3,NA,1,2,NA,NA,NA
812,nantei002,38,18/06/15,namunyak,ngilai,ngilai central,nantei,baseline,NRT,38,2,1,2,1,2,3,4,NA,NA,2,2,3,NA,NA,1,2,NA,NA,NA
813,nantei002,38,18/06/15,namunyak,ngilai,ngilai central,nantei,baseline,NRT,38,2,1,2,1,2,3,4,NA,NA,2,2,3,NA,NA,1,2,NA,NA,NA
814,nantei003,39,18/06/15,namunyak,ngilai,ngilai central,nantei,baseline,NRT,39,2,3,2,1,3,5,NA,NA,NA,3,2,3,NA,NA,1,2,NA,NA,NA
815,nantei003,39,18/06/15,namunyak,ngilai,ngilai central,nantei,baseline,NRT,39,2,3,2,1,3,5,NA,NA,NA,3,2,3,NA,NA,1,2,NA,NA,NA
816,nchimicho001,208,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,208,2,3,2,1,2,4,NA,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
817,nchimicho001,208,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,208,2,3,2,1,2,4,NA,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
818,nchimicho002,209,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,209,2,3,1,2,3,4,NA,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
819,nchimicho002,209,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,209,2,3,1,2,3,4,NA,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
820,nchimicho003,210,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,210,98,1,2,1,2,4,NA,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
821,nchimicho003,210,27/06/15,namunyak,nkare narok,nkare narok,nchimicho,baseline,NRT,210,98,1,2,1,2,4,NA,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
822,nchook001,248,19/06/15,namunyak,ngilai ,ngilai central,nchook,baseline,NRT,248,1,2,2,1,2,3,5,NA,NA,2,1,2,3,NA,1,2,NA,NA,NA
823,nchook001,248,19/06/15,namunyak,ngilai ,ngilai central,nchook,baseline,NRT,248,1,2,2,1,2,3,5,NA,NA,2,1,2,3,NA,1,2,NA,NA,NA
824,nchook002,249,19/06/15,namunyak,ngilai ,ngilai central,nchook,baseline,NRT,249,1,1,2,1,2,3,NA,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
825,nchook002,249,19/06/15,namunyak,ngilai ,ngilai central,nchook,baseline,NRT,249,1,1,2,1,2,3,NA,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
826,nchook003,250,20/06/15,namunyak,ngilai,ngilai central,nchook,baseline,NRT,250,1,3,2,1,2,3,NA,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
827,nchook003,250,20/06/15,namunyak,ngilai,ngilai central,nchook,baseline,NRT,250,1,3,2,1,2,3,NA,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
828,nchoro nadua001,223,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,223,2,3,2,1,2,3,4,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
829,nchoro nadua001,223,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,223,2,3,2,1,2,3,4,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
830,nchoro nadua002,224,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,224,98,3,2,1,2,4,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA
831,nchoro nadua002,224,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,224,98,3,2,1,2,4,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA
832,nchoro nadua003,225,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,225,2,3,2,1,2,3,4,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
833,nchoro nadua003,225,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,225,2,3,2,1,2,3,4,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
834,ndaparani001,265,23/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,265,2,3,1,NA,NA,NA,NA,NA,NA,2,1,2,3,NA,1,2,NA,NA,NA
835,ndaparani001,265,23/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,265,2,3,1,NA,NA,NA,NA,NA,NA,2,1,2,3,NA,1,2,NA,NA,NA
836,ndaparani002,266,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,266,2,1,1,NA,NA,NA,NA,NA,NA,2,1,2,3,NA,1,2,NA,NA,NA
837,ndaparani002,266,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,266,2,1,1,NA,NA,NA,NA,NA,NA,2,1,2,3,NA,1,2,NA,NA,NA
838,ndaparani003,267,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,267,2,1,1,NA,NA,NA,NA,NA,NA,2,1,2,3,NA,1,2,NA,NA,NA
839,ndaparani003,267,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,267,2,1,1,NA,NA,NA,NA,NA,NA,2,1,2,3,NA,1,2,NA,NA,NA
840,ndikir eldepe001,217,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,217,2,2,2,1,2,3,4,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
841,ndikir eldepe001,217,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,217,2,2,2,1,2,3,4,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
842,ndikir eldepe002,218,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,218,2,3,2,1,2,3,NA,NA,NA,1,1,2,NA,NA,1,2,NA,NA,NA
843,ndikir eldepe002,218,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,218,2,3,2,1,2,3,NA,NA,NA,1,1,2,NA,NA,1,2,NA,NA,NA
844,ndikir eldepe003,219,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,219,2,3,2,1,2,3,4,NA,NA,1,1,2,NA,NA,1,2,NA,NA,NA
845,ndikir eldepe003,219,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,219,2,3,2,1,2,3,4,NA,NA,1,1,2,NA,NA,1,2,NA,NA,NA
846,ndikir eldepe004,220,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,220,2,3,2,1,2,3,4,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
847,ndikir eldepe004,220,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,220,2,3,2,1,2,3,4,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
848,ndikir eldepe005,221,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,221,2,3,2,1,2,3,4,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
849,ndikir eldepe005,221,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,221,2,3,2,1,2,3,4,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
850,ndikir eldepe006,222,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,222,2,3,2,1,2,3,4,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
851,ndikir eldepe006,222,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,222,2,3,2,1,2,3,4,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
852,ndikir001,25,21/06/15,namunyak,ngilai,ngilai central,ndikir,baseline,NRT,25,1,2,2,1,2,3,4,5,NA,1,4,NA,NA,none,3,NA,NA,none,NA
853,ndikir001,25,21/06/15,namunyak,ngilai,ngilai central,ndikir,baseline,NRT,25,1,2,2,1,2,3,4,5,NA,1,4,NA,NA,none,3,NA,NA,none,NA
854,ndikir002,26,21/06/15,namunyak,ngilai,ngilai central,ndikir,baseline,NRT,26,1,3,2,1,2,NA,NA,NA,NA,1,3,NA,NA,NA,3,NA,NA,none,NA
855,ndikir002,26,21/06/15,namunyak,ngilai,ngilai central,ndikir,baseline,NRT,26,1,3,2,1,2,NA,NA,NA,NA,1,3,NA,NA,NA,3,NA,NA,none,NA
856,ndikri003,27,21/06/15,namunyak,ngilai,ngilai central,ndikir,baseline,NRT,27,1,3,2,2,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA
857,ndikri003,27,21/06/15,namunyak,ngilai,ngilai central,ndikir,baseline,NRT,27,1,3,2,2,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA
858,ndonyo ngiro001,102,30/06/15,namunyak,koiting ,lengusaka,ndonyo ngiro,baseline,NRT,102,2,3,1,NA,NA,NA,NA,NA,NA,1,2,3,NA,NA,1,2,NA,NA,NA
859,ndonyo ngiro001,102,30/06/15,namunyak,koiting ,lengusaka,ndonyo ngiro,baseline,NRT,102,2,3,1,NA,NA,NA,NA,NA,NA,1,2,3,NA,NA,1,2,NA,NA,NA
860,ndonyo ngiro002,103,30/06/15,namunyak,koiting ,lengusaka,ndonyo ngiro,baseline,NRT,103,2,2,2,1,2,3,NA,NA,NA,1,1,3,NA,NA,1,2,NA,NA,NA
861,ndonyo ngiro002,103,30/06/15,namunyak,koiting ,lengusaka,ndonyo ngiro,baseline,NRT,103,2,2,2,1,2,3,NA,NA,NA,1,1,3,NA,NA,1,2,NA,NA,NA
862,ndonyo ngiro003,104,30/06/15,namunyak,koiting ,lengusaka,ndonyo ngiro,baseline,NRT,104,2,3,2,1,1,2,3,NA,NA,1,2,3,NA,NA,1,2,NA,NA,NA
863,ndonyo ngiro003,104,30/06/15,namunyak,koiting ,lengusaka,ndonyo ngiro,baseline,NRT,104,2,3,2,1,1,2,3,NA,NA,1,2,3,NA,NA,1,2,NA,NA,NA
864,ndonyo nyiro004,105,30/06/15,namunyak,koiting ,lengusaka,ndonyo ngiro,baseline,NRT,105,2,2,2,1,2,3,NA,NA,NA,1,2,3,NA,NA,1,2,NA,NA,NA
865,ndonyo nyiro004,105,30/06/15,namunyak,koiting ,lengusaka,ndonyo ngiro,baseline,NRT,105,2,2,2,1,2,3,NA,NA,NA,1,2,3,NA,NA,1,2,NA,NA,NA
866,ndonyo nyiro005,106,30/06/15,namunyak,koiting ,lengusaka,ndonyo ngiro,baseline,NRT,106,2,3,2,1,2,3,NA,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
867,ndonyo nyiro005,106,30/06/15,namunyak,koiting ,lengusaka,ndonyo ngiro,baseline,NRT,106,2,3,2,1,2,3,NA,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
868,ndonyo nyiro006,107,29/06/15,namunyak,koiting ,lengusaka,ndonyo ngiro,baseline,NRT,107,2,3,2,1,2,3,NA,NA,NA,1,2,3,NA,NA,1,2,NA,NA,NA
869,ndonyo nyiro006,107,29/06/15,namunyak,koiting ,lengusaka,ndonyo ngiro,baseline,NRT,107,2,3,2,1,2,3,NA,NA,NA,1,2,3,NA,NA,1,2,NA,NA,NA
870,ndonyo nyiro007,108,29/06/15,namunyak,koiting ,lengusaka,ndonyo ngiro,baseline,NRT,108,2,3,2,1,2,3,NA,NA,NA,1,1,2,3,NA,1,2,3,NA,NA
871,ndonyo nyiro007,108,29/06/15,namunyak,koiting ,lengusaka,ndonyo ngiro,baseline,NRT,108,2,3,2,1,2,3,NA,NA,NA,1,1,2,3,NA,1,2,3,NA,NA
872,ndonyo nyiro008,109,29/06/15,namunyak,koiting ,lengusaka,ndonyo ngiro,baseline,NRT,109,2,2,2,1,2,3,NA,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
873,ndonyo nyiro008,109,29/06/15,namunyak,koiting ,lengusaka,ndonyo ngiro,baseline,NRT,109,2,2,2,1,2,3,NA,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
874,ndonyo nyiro009,110,29/06/15,namunyak,koiting ,lengusaka,ndonyo ngiro,baseline,NRT,110,2,3,2,1,2,3,NA,NA,NA,1,2,3,NA,NA,1,2,NA,NA,NA
875,ndonyo nyiro009,110,29/06/15,namunyak,koiting ,lengusaka,ndonyo ngiro,baseline,NRT,110,2,3,2,1,2,3,NA,NA,NA,1,2,3,NA,NA,1,2,NA,NA,NA
876,ndonyo nyiro010,111,29/06/15,namunyak,koiting ,lengusaka,ndonyo ngiro,baseline,NRT,111,2,2,2,1,2,3,NA,NA,NA,1,2,3,NA,NA,1,2,NA,NA,NA
877,ndonyo nyiro010,111,29/06/15,namunyak,koiting ,lengusaka,ndonyo ngiro,baseline,NRT,111,2,2,2,1,2,3,NA,NA,NA,1,2,3,NA,NA,1,2,NA,NA,NA
878,ndonyo nyiro011,112,29/06/15,namunyak,koiting ,lengusaka,ndonyo ngiro,baseline,NRT,112,2,2,2,1,2,3,NA,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
879,ndonyo nyiro011,112,29/06/15,namunyak,koiting ,lengusaka,ndonyo ngiro,baseline,NRT,112,2,2,2,1,2,3,NA,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
880,ndume001,341,22/06/15,namunyak,ndonyo wasin,ndonyo wasin,ndume,baseline,NRT,341,2,3,2,1,2,3,4,5,NA,2,1,2,3,NA,1,2,NA,NA,NA
881,ndume001,341,22/06/15,namunyak,ndonyo wasin,ndonyo wasin,ndume,baseline,NRT,341,2,3,2,1,2,3,4,5,NA,2,1,2,3,NA,1,2,NA,NA,NA
882,ndume002,342,22/06/15,namunyak,ndonyo wasin,ndonyo wasin,ndume,baseline,NRT,342,2,3,2,1,2,3,4,5,NA,2,1,2,3,NA,1,2,NA,NA,NA
883,ndume002,342,22/06/15,namunyak,ndonyo wasin,ndonyo wasin,ndume,baseline,NRT,342,2,3,2,1,2,3,4,5,NA,2,1,2,3,NA,1,2,NA,NA,NA
884,ndume003,343,22/06/15,namunyak,ndonyo wasin,ndonyo wasin,ndume,baseline,NRT,343,2,3,2,1,2,3,4,5,NA,1,1,2,3,sercuity,1,2,NA,NA,NA
885,ndume003,343,22/06/15,namunyak,ndonyo wasin,ndonyo wasin,ndume,baseline,NRT,343,2,3,2,1,2,3,4,5,NA,1,1,2,3,sercuity,1,2,NA,NA,NA
886,ndume004,344,22/06/15,namunyak,ndonyo wasin,ndonyo wasin,ndume,baseline,NRT,344,2,3,2,1,2,3,4,5,NA,2,1,2,3,NA,1,2,NA,NA,NA
887,ndume004,344,22/06/15,namunyak,ndonyo wasin,ndonyo wasin,ndume,baseline,NRT,344,2,3,2,1,2,3,4,5,NA,2,1,2,3,NA,1,2,NA,NA,NA
888,ndume005,345,22/06/15,namunyak,ndonyo wasin,ndonyo wasin,ndume,baseline,NRT,345,2,3,2,1,2,3,4,5,NA,2,1,2,3,sercuity,1,2,NA,NA,NA
889,ndume005,345,22/06/15,namunyak,ndonyo wasin,ndonyo wasin,ndume,baseline,NRT,345,2,3,2,1,2,3,4,5,NA,2,1,2,3,sercuity,1,2,NA,NA,NA
890,ndume006,346,22/06/15,namunyak,ndonyo wasin,ndonyo wasin,ndume,baseline,NRT,346,2,3,2,1,2,3,4,5,NA,2,1,2,3,sercuity,1,2,NA,NA,NA
891,ndume006,346,22/06/15,namunyak,ndonyo wasin,ndonyo wasin,ndume,baseline,NRT,346,2,3,2,1,2,3,4,5,NA,2,1,2,3,sercuity,1,2,NA,NA,NA
892,nendia001,94,28/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,94,2,3,2,1,3,NA,NA,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
893,nendia001,94,28/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,94,2,3,2,1,3,NA,NA,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
894,nendia002,95,28/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,95,2,2,2,2,3,NA,NA,NA,NA,2,1,2,3,NA,1,2,NA,NA,NA
895,nendia002,95,28/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,95,2,2,2,2,3,NA,NA,NA,NA,2,1,2,3,NA,1,2,NA,NA,NA
896,nendia003,96,27/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,96,2,2,1,NA,NA,NA,NA,NA,NA,1,2,3,NA,NA,1,2,NA,NA,NA
897,nendia003,96,27/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,96,2,2,1,NA,NA,NA,NA,NA,NA,1,2,3,NA,NA,1,2,NA,NA,NA
898,nendia004,97,27/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,97,2,3,2,1,2,3,NA,NA,NA,1,2,3,NA,NA,1,2,NA,NA,NA
899,nendia004,97,27/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,97,2,3,2,1,2,3,NA,NA,NA,1,2,3,NA,NA,1,2,NA,NA,NA
900,nendia005,98,27/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,98,2,3,2,3,5,6,NA,NA,NA,1,2,3,NA,NA,1,2,NA,NA,NA
901,nendia005,98,27/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,98,2,3,2,3,5,6,NA,NA,NA,1,2,3,NA,NA,1,2,NA,NA,NA
902,nendia006,99,27/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,99,2,3,2,1,2,3,5,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
903,nendia006,99,27/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,99,2,3,2,1,2,3,5,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
904,nendia007,100,27/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,100,2,3,2,1,3,5,6,NA,NA,1,2,3,NA,NA,1,2,NA,NA,NA
905,nendia007,100,27/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,100,2,3,2,1,3,5,6,NA,NA,1,2,3,NA,NA,1,2,NA,NA,NA
906,nendia008,101,27/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,101,2,2,2,1,2,3,NA,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
907,nendia008,101,27/06/15,namunyak,koiting ,lengusaka,nendia,baseline,NRT,101,2,2,2,1,2,3,NA,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
908,nkare narok001,193,25/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,193,2,3,2,1,2,3,NA,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
909,nkare narok001,193,25/06/15,namunyak,nkare narok,nkare narok,nkare narok,baseline,NRT,193,2,3,2,1,2,3,NA,NA,NA,1,1,2,3,NA,1,2,NA,NA,NA
