,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,index.y,benefits_received,benefits_received1,benefits_received2,benefits_received3,benefits_received4,benefit_rank1,benefit_rank2,benefit_rank3,fair_distributed,opinion_represented,ccy_satisfaction,ccy_communication,communication_neighbours,receive_info1,receive_info2,receive_info3,receive_info4,receive_info5,receive_info6,receive_info7,receive_info8,other_communication,trust_revenue,support_traditional,received_bursary,other_got_bursary,transport_impact,transport_satisfaction,security_impact,security_satisfaction,bursaries_impact,bursaries_satisfaction,medical_impact,medical_satisfaction,rangelands_impact,rangelands_satisfaction,beadwork_impact,beadwork_satisfaction,mfi_impact,mfi_satsifaction,other_positive,other_positive_impact,other_satisfaction,neg_conservation_impact,neg_conservation_satisfaction,neg_security_impact,neg_security_satisfaction,neg_rangelands_impact,neg_rangelands_satisfaction,neg_other,neg_other_impact,neg_other.satisfaction,transport_impact1,transport_improve,security_impact1,security_improve,bursaries_impact1,bursaries_improve,medical_impact1,medical_improve,rangelands_impact1,rangelands_improve,beadwork_impact1,beadwork_improve,mfi_impact1,mfi_improve,conservation_impact1,conservation_improve,other_impact1,other_improve,general_wellbeing,agm,ccy_permenant_employ,ccy_casual_employ
1889,nchook002,249,19/06/15,namunyak,ngilai ,ngilai central,nchook,baseline,NRT,249,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,1,2,1,2,1,2,2,2,3,2,1,2,1,2,NA,NA,NA,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1890,nchook002,249,19/06/15,namunyak,ngilai ,ngilai central,nchook,baseline,NRT,249,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,1,1,2,1,2,1,2,2,2,3,2,1,2,1,2,NA,NA,NA,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1891,nchook003,250,20/06/15,namunyak,ngilai,ngilai central,nchook,baseline,NRT,250,1,NA,NA,NA,NA,NA,NA,NA,1,98,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,2,1,2,1,2,1,2,1,2,3,2,1,1,NA,NA,NA,NA,NA,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1892,nchook003,250,20/06/15,namunyak,ngilai,ngilai central,nchook,baseline,NRT,250,1,NA,NA,NA,NA,NA,NA,NA,1,98,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,2,1,2,1,2,1,2,1,2,3,2,1,1,NA,NA,NA,NA,NA,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1893,nchook003,250,20/06/15,namunyak,ngilai,ngilai central,nchook,baseline,NRT,250,1,NA,NA,NA,NA,NA,NA,NA,1,98,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,2,1,2,1,2,1,2,1,2,3,2,1,1,NA,NA,NA,NA,NA,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1894,nchook003,250,20/06/15,namunyak,ngilai,ngilai central,nchook,baseline,NRT,250,1,NA,NA,NA,NA,NA,NA,NA,1,98,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,1,1,1,2,1,2,1,2,1,2,1,2,3,2,1,1,NA,NA,NA,NA,NA,3,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1895,nchoro nadua001,223,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,223,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1896,nchoro nadua001,223,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,223,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1897,nchoro nadua001,223,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,223,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1898,nchoro nadua001,223,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,223,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1899,nchoro nadua002,224,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,224,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,2,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1900,nchoro nadua002,224,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,224,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,2,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1901,nchoro nadua002,224,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,224,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,2,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1902,nchoro nadua002,224,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,224,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,2,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1903,nchoro nadua003,225,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,225,1,NA,NA,NA,NA,NA,NA,NA,98,98,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
1904,nchoro nadua003,225,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,225,1,NA,NA,NA,NA,NA,NA,NA,98,98,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
1905,nchoro nadua003,225,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,225,1,NA,NA,NA,NA,NA,NA,NA,98,98,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
1906,nchoro nadua003,225,30/06/15,namunyak,nkare narok,nkare narok,nchoro nadua,baseline,NRT,225,1,NA,NA,NA,NA,NA,NA,NA,98,98,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
1907,ndaparani001,265,23/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,265,2,3,NA,NA,NA,NA,NA,NA,2,2,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,3,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2
1908,ndaparani001,265,23/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,265,2,3,NA,NA,NA,NA,NA,NA,2,2,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,3,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2
1909,ndaparani001,265,23/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,265,2,3,NA,NA,NA,NA,NA,NA,2,2,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,3,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2
1910,ndaparani001,265,23/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,265,2,3,NA,NA,NA,NA,NA,NA,2,2,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,3,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2
1911,ndaparani002,266,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,266,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,1,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1912,ndaparani002,266,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,266,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,1,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1913,ndaparani002,266,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,266,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,1,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1914,ndaparani002,266,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,266,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,1,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1915,ndaparani003,267,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,267,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1916,ndaparani003,267,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,267,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1917,ndaparani003,267,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,267,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1918,ndaparani003,267,24/06/15,namunyak,ndaparani,ndaparani,ndaparani,baseline,NRT,267,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1919,ndikir eldepe001,217,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,217,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,3,3,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1920,ndikir eldepe001,217,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,217,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,3,3,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1921,ndikir eldepe001,217,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,217,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,3,3,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1922,ndikir eldepe001,217,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,217,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,3,3,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1923,ndikir eldepe002,218,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,218,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1924,ndikir eldepe002,218,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,218,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1925,ndikir eldepe002,218,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,218,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1926,ndikir eldepe002,218,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,218,1,NA,NA,NA,NA,NA,NA,NA,98,98,98,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1927,ndikir eldepe003,219,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,219,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1928,ndikir eldepe003,219,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,219,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1929,ndikir eldepe003,219,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,219,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1930,ndikir eldepe003,219,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,219,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,NA,NA,NA,NA,NA,NA,NA,NA,no  infromation,98,98,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1931,ndikir eldepe004,220,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,220,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,98,98,2,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
1932,ndikir eldepe004,220,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,220,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,98,98,2,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
1933,ndikir eldepe004,220,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,220,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,98,98,2,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
1934,ndikir eldepe004,220,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,220,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,98,98,2,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1
1935,ndikir eldepe005,221,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,221,1,NA,NA,NA,NA,NA,NA,NA,2,2,98,2,98,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,2,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
1936,ndikir eldepe005,221,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,221,1,NA,NA,NA,NA,NA,NA,NA,2,2,98,2,98,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,2,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
1937,ndikir eldepe005,221,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,221,1,NA,NA,NA,NA,NA,NA,NA,2,2,98,2,98,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,2,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
1938,ndikir eldepe005,221,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,221,1,NA,NA,NA,NA,NA,NA,NA,2,2,98,2,98,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,3,2,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
1939,ndikir eldepe006,222,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,222,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1940,ndikir eldepe006,222,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,222,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1941,ndikir eldepe006,222,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,222,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
1942,ndikir eldepe006,222,26/06/15,namunyak,nkare narok,nkare narok,ndikir eldepe,baseline,NRT,222,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,98,98,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,NA,NA,NA,1,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
