,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,index.y,benefits_received,benefits_received1,benefits_received2,benefits_received3,benefits_received4,benefit_rank1,benefit_rank2,benefit_rank3,fair_distributed,opinion_represented,ccy_satisfaction,ccy_communication,communication_neighbours,receive_info1,receive_info2,receive_info3,receive_info4,receive_info5,receive_info6,receive_info7,receive_info8,other_communication,trust_revenue,support_traditional,received_bursary,other_got_bursary,transport_impact,transport_satisfaction,security_impact,security_satisfaction,bursaries_impact,bursaries_satisfaction,medical_impact,medical_satisfaction,rangelands_impact,rangelands_satisfaction,beadwork_impact,beadwork_satisfaction,mfi_impact,mfi_satsifaction,other_positive,other_positive_impact,other_satisfaction,neg_conservation_impact,neg_conservation_satisfaction,neg_security_impact,neg_security_satisfaction,neg_rangelands_impact,neg_rangelands_satisfaction,neg_other,neg_other_impact,neg_other.satisfaction,transport_impact1,transport_improve,security_impact1,security_improve,bursaries_impact1,bursaries_improve,medical_impact1,medical_improve,rangelands_impact1,rangelands_improve,beadwork_impact1,beadwork_improve,mfi_impact1,mfi_improve,conservation_impact1,conservation_improve,other_impact1,other_improve,general_wellbeing,agm,ccy_permenant_employ,ccy_casual_employ
369,lengusaka011,313,24/06/15,namunyak,wamba,lengusaka,lengusaka,baseline,NRT,313,3,4,7,NA,NA,NA,NA,NA,2,2,2,2,2,2,3,4,NA,NA,NA,NA,NA,NA,2,1,2,2,1,2,2,2,1,1,3,2,3,3,2,2,2,3,NA,NA,NA,1,1,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
370,lengusaka011,313,24/06/15,namunyak,wamba,lengusaka,lengusaka,baseline,NRT,313,3,4,7,NA,NA,NA,NA,NA,2,2,2,2,2,2,3,4,NA,NA,NA,NA,NA,NA,2,1,2,2,1,2,2,2,1,1,3,2,3,3,2,2,2,3,NA,NA,NA,1,1,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
371,lengusaka011,313,24/06/15,namunyak,wamba,lengusaka,lengusaka,baseline,NRT,313,3,4,7,NA,NA,NA,NA,NA,2,2,2,2,2,2,3,4,NA,NA,NA,NA,NA,NA,2,1,2,2,1,2,2,2,1,1,3,2,3,3,2,2,2,3,NA,NA,NA,1,1,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
372,lenkulo014,21,21/06/15,namunyak,ngilai ,ngilai central,lenkulo,baseline,NRT,21,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,98,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,3,2,NA,NA,NA,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1
373,lenkulo014,21,21/06/15,namunyak,ngilai ,ngilai central,lenkulo,baseline,NRT,21,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,98,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,3,2,NA,NA,NA,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1
374,lenkulo014,21,21/06/15,namunyak,ngilai ,ngilai central,lenkulo,baseline,NRT,21,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,98,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,3,2,NA,NA,NA,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1
375,lenkulo014,21,21/06/15,namunyak,ngilai ,ngilai central,lenkulo,baseline,NRT,21,4,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,98,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,3,2,NA,NA,NA,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1
376,lenkulo015,22,21/06/15,namunyak,ngilai,ngilai central,lenkulo,baseline,NRT,22,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,3,2,NA,NA,NA,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2
377,lenkulo015,22,21/06/15,namunyak,ngilai,ngilai central,lenkulo,baseline,NRT,22,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,3,2,NA,NA,NA,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2
378,lenkulo015,22,21/06/15,namunyak,ngilai,ngilai central,lenkulo,baseline,NRT,22,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,3,2,NA,NA,NA,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2
379,lenkulo015,22,21/06/15,namunyak,ngilai,ngilai central,lenkulo,baseline,NRT,22,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,3,2,NA,NA,NA,3,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2
380,lenkulo017,24,21/06/15,namunyak,ngilai,ngilai central,lenkulo,baseline,NRT,24,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,2,2,2,2,2,2,2,2,2,3,2,3,2,NA,NA,NA,3,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2
381,lenkulo017,24,21/06/15,namunyak,ngilai,ngilai central,lenkulo,baseline,NRT,24,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,2,2,2,2,2,2,2,2,2,3,2,3,2,NA,NA,NA,3,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2
382,lenkulo017,24,21/06/15,namunyak,ngilai,ngilai central,lenkulo,baseline,NRT,24,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,2,2,2,2,2,2,2,2,2,3,2,3,2,NA,NA,NA,3,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2
383,lenkulo017,24,21/06/15,namunyak,ngilai,ngilai central,lenkulo,baseline,NRT,24,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,2,2,2,2,2,2,2,2,2,3,2,3,2,NA,NA,NA,3,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2
384,lerata001,86,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,86,4,7,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,3,4,NA,NA,NA,NA,NA,NA,1,1,1,2,3,2,3,3,1,2,3,2,3,1,2,2,3,3,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
385,lerata001,86,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,86,4,7,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,3,4,NA,NA,NA,NA,NA,NA,1,1,1,2,3,2,3,3,1,2,3,2,3,1,2,2,3,3,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
386,lerata001,86,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,86,4,7,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,3,4,NA,NA,NA,NA,NA,NA,1,1,1,2,3,2,3,3,1,2,3,2,3,1,2,2,3,3,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
387,lerata001,86,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,86,4,7,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,3,4,NA,NA,NA,NA,NA,NA,1,1,1,2,3,2,3,3,1,2,3,2,3,1,2,2,3,3,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
388,lerata002,87,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,87,7,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,3,2,2,2,1,2,3,3,3,2,2,2,1,2,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1
389,lerata002,87,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,87,7,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,3,2,2,2,1,2,3,3,3,2,2,2,1,2,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1
390,lerata002,87,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,87,7,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,3,2,2,2,1,2,3,3,3,2,2,2,1,2,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1
391,lerata002,87,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,87,7,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,3,2,2,2,1,2,3,3,3,2,2,2,1,2,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1
392,lerata003,88,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,88,7,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,3,4,NA,NA,NA,NA,NA,NA,2,2,1,2,3,2,3,3,1,2,3,2,3,2,3,3,2,2,NA,NA,NA,1,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
393,lerata003,88,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,88,7,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,3,4,NA,NA,NA,NA,NA,NA,2,2,1,2,3,2,3,3,1,2,3,2,3,2,3,3,2,2,NA,NA,NA,1,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
394,lerata003,88,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,88,7,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,3,4,NA,NA,NA,NA,NA,NA,2,2,1,2,3,2,3,3,1,2,3,2,3,2,3,3,2,2,NA,NA,NA,1,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
395,lerata003,88,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,88,7,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,2,3,4,NA,NA,NA,NA,NA,NA,2,2,1,2,3,2,3,3,1,2,3,2,3,2,3,3,2,2,NA,NA,NA,1,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
396,lerata004,89,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,89,7,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,3,4,NA,NA,NA,NA,NA,NA,1,1,1,2,3,2,2,2,1,2,3,3,3,2,2,2,3,2,NA,NA,NA,1,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
397,lerata004,89,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,89,7,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,3,4,NA,NA,NA,NA,NA,NA,1,1,1,2,3,2,2,2,1,2,3,3,3,2,2,2,3,2,NA,NA,NA,1,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
398,lerata004,89,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,89,7,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,3,4,NA,NA,NA,NA,NA,NA,1,1,1,2,3,2,2,2,1,2,3,3,3,2,2,2,3,2,NA,NA,NA,1,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
399,lerata004,89,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,89,7,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,3,4,NA,NA,NA,NA,NA,NA,1,1,1,2,3,2,2,2,1,2,3,3,3,2,2,2,3,2,NA,NA,NA,1,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
400,lerata005,90,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,90,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,3,3,3,2,3,2,3,3,3,3,NA,NA,NA,1,2,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1
401,lerata005,90,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,90,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,3,3,3,2,3,2,3,3,3,3,NA,NA,NA,1,2,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1
402,lerata005,90,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,90,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,3,3,3,2,3,2,3,3,3,3,NA,NA,NA,1,2,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1
403,lerata005,90,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,90,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,3,3,3,2,3,2,3,3,3,3,NA,NA,NA,1,2,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1
404,lerata006,91,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,3,4,NA,NA,NA,NA,NA,NA,1,1,1,2,3,2,3,2,3,3,3,2,2,2,3,3,2,3,NA,NA,NA,1,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
405,lerata006,91,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,3,4,NA,NA,NA,NA,NA,NA,1,1,1,2,3,2,3,2,3,3,3,2,2,2,3,3,2,3,NA,NA,NA,1,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
406,lerata006,91,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,3,4,NA,NA,NA,NA,NA,NA,1,1,1,2,3,2,3,2,3,3,3,2,2,2,3,3,2,3,NA,NA,NA,1,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
407,lerata006,91,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,91,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,3,4,NA,NA,NA,NA,NA,NA,1,1,1,2,3,2,3,2,3,3,3,2,2,2,3,3,2,3,NA,NA,NA,1,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
408,lerata007,92,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,3,4,NA,NA,NA,NA,NA,NA,2,2,1,2,3,2,2,2,3,3,2,2,1,2,3,3,2,2,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1
409,lerata007,92,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,3,4,NA,NA,NA,NA,NA,NA,2,2,1,2,3,2,2,2,3,3,2,2,1,2,3,3,2,2,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1
410,lerata007,92,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,3,4,NA,NA,NA,NA,NA,NA,2,2,1,2,3,2,2,2,3,3,2,2,1,2,3,3,2,2,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1
411,lerata007,92,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,92,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,3,4,NA,NA,NA,NA,NA,NA,2,2,1,2,3,2,2,2,3,3,2,2,1,2,3,3,2,2,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1
412,lerata008,93,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,93,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,3,2,3,2,3,2,3,3,2,2,2,3,3,3,NA,NA,NA,1,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
413,lerata008,93,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,93,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,3,2,3,2,3,2,3,3,2,2,2,3,3,3,NA,NA,NA,1,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
414,lerata008,93,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,93,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,3,2,3,2,3,2,3,3,2,2,2,3,3,3,NA,NA,NA,1,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
415,lerata008,93,25/06/15,namunyak,koiting ,lerata,lerata,baseline,NRT,93,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,3,2,3,2,3,2,3,3,2,2,2,3,3,3,NA,NA,NA,1,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1
416,lerug001,271,24/06/15,namunyak,lerug,lerug,lerug,baseline,NRT,271,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
417,lerug001,271,24/06/15,namunyak,lerug,lerug,lerug,baseline,NRT,271,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
418,lerug001,271,24/06/15,namunyak,lerug,lerug,lerug,baseline,NRT,271,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
419,lerug001,271,24/06/15,namunyak,lerug,lerug,lerug,baseline,NRT,271,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
420,lerug002,272,24/06/15,namunyak,lerug,lerug,lerug,baseline,NRT,272,1,NA,NA,NA,NA,NA,NA,NA,98,2,1,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,2,1,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
421,lerug002,272,24/06/15,namunyak,lerug,lerug,lerug,baseline,NRT,272,1,NA,NA,NA,NA,NA,NA,NA,98,2,1,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,2,1,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
422,lerug002,272,24/06/15,namunyak,lerug,lerug,lerug,baseline,NRT,272,1,NA,NA,NA,NA,NA,NA,NA,98,2,1,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,2,1,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
423,lerug002,272,24/06/15,namunyak,lerug,lerug,lerug,baseline,NRT,272,1,NA,NA,NA,NA,NA,NA,NA,98,2,1,98,98,4,NA,NA,NA,NA,NA,NA,NA,NA,98,2,1,1,2,1,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1
424,lerug004,273,24/06/15,namunyak,lerug,lerug,lerug,baseline,NRT,273,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2
425,lerug004,273,24/06/15,namunyak,lerug,lerug,lerug,baseline,NRT,273,1,NA,NA,NA,NA,NA,NA,NA,98,98,1,98,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2
