,hhid,index.x,security_status,feel_safe,conflict1,conflict2,conflict3,conflict4,conflict5,conflict6,other_conflict,conflict_rank1,conflict_rank2,conflict_rank3,index.y,date,ccy,location,sublocation,village,survey_type,nrt
2643,silangoelenkila003,290,1,2,5,6,4,NA,NA,NA,NA,NA,NA,NA,290,23/06/15,namunyak,koiting ,lpashie,silango elenkila,baseline,NRT
2644,silangoelenkila003,290,1,2,5,6,4,NA,NA,NA,NA,NA,NA,NA,290,23/06/15,namunyak,koiting ,lpashie,silango elenkila,baseline,NRT
2645,silangoelenkila005,292,1,NA,5,4,6,NA,NA,NA,NA,NA,NA,NA,292,23/06/15,namunyak,koiting ,lpashie,silango elenkila,baseline,NRT
2646,silangoelenkila005,292,1,NA,5,4,6,NA,NA,NA,NA,NA,NA,NA,292,23/06/15,namunyak,koiting ,lpashie,silango elenkila,baseline,NRT
2647,silangoelenkila005,292,1,NA,5,4,6,NA,NA,NA,NA,NA,NA,NA,292,23/06/15,namunyak,koiting ,lpashie,silango elenkila,baseline,NRT
2648,silangoelenkila005,292,1,NA,5,4,6,NA,NA,NA,NA,NA,NA,NA,292,23/06/15,namunyak,koiting ,lpashie,silango elenkila,baseline,NRT
2649,silangoelenkila006,293,1,2,5,4,6,NA,NA,NA,NA,NA,NA,NA,293,23/06/15,namunyak,koiting ,lpashie,silango elenkila,baseline,NRT
2650,silangoelenkila006,293,1,2,5,4,6,NA,NA,NA,NA,NA,NA,NA,293,23/06/15,namunyak,koiting ,lpashie,silango elenkila,baseline,NRT
2651,silangoelenkila006,293,1,2,5,4,6,NA,NA,NA,NA,NA,NA,NA,293,23/06/15,namunyak,koiting ,lpashie,silango elenkila,baseline,NRT
2652,silangoelenkila006,293,1,2,5,4,6,NA,NA,NA,NA,NA,NA,NA,293,23/06/15,namunyak,koiting ,lpashie,silango elenkila,baseline,NRT
2653,sukuroi001,29,1,2,2,4,5,6,NA,NA,NA,2,4,5,29,20/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2654,sukuroi002,30,2,1,2,4,5,NA,NA,NA,NA,2,4,5,30,20/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2655,sukuroi003,31,1,2,2,4,5,6,NA,NA,NA,4,2,6,31,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2656,sukuroi004,32,1,2,2,3,4,6,NA,NA,NA,6,4,2,32,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2657,sukuroi005,33,1,2,2,3,4,5,NA,NA,NA,2,3,5,33,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2658,sukuroi006,34,1,2,2,3,4,5,6,NA,NA,2,3,6,34,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2659,sukuroi007,35,1,2,2,3,6,NA,NA,NA,NA,6,2,3,35,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2660,sukuroi008,36,1,2,2,3,4,NA,NA,NA,NA,4,2,3,36,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2661,sukuroi009,37,1,2,2,3,4,6,NA,NA,NA,6,2,3,37,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2662,sukuroi010,38,1,1,2,3,4,5,6,NA,NA,6,2,3,38,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2663,sukuroi011,39,2,1,2,3,5,6,NA,NA,NA,2,6,5,39,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2664,sukuroi012,40,2,1,2,3,4,5,6,NA,NA,6,2,3,40,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2665,sukuroi013,41,1,2,2,3,4,5,6,NA,NA,6,2,4,41,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2666,sukuroi014,42,1,2,3,5,6,NA,NA,NA,NA,6,3,5,42,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2667,sukuroi015,43,1,1,2,3,4,5,6,NA,NA,6,4,2,43,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2668,sukuroi016,44,1,2,2,3,4,5,6,NA,NA,6,2,3,44,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2669,sukuroi017,45,1,2,2,3,4,5,6,NA,NA,6,4,3,45,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2670,sukuroi018,46,1,2,2,3,4,5,6,NA,NA,6,3,2,46,21/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2671,sukuroi019,47,1,2,2,3,4,5,6,NA,NA,6,2,3,47,22/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2672,sukuroi020,48,1,2,2,3,4,5,6,NA,NA,6,2,3,48,22/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2673,sukuroi021,49,1,2,2,3,4,5,6,NA,NA,5,6,3,49,22/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2674,sukuroi022,50,1,2,2,3,5,NA,NA,NA,NA,5,2,3,50,22/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2675,sukuroi023,51,2,2,2,3,5,NA,NA,NA,NA,5,2,3,51,22/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2676,sukuroi024,52,1,2,2,3,5,6,NA,NA,NA,6,2,3,52,22/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2677,sukuroi025,53,1,2,2,4,6,NA,NA,NA,NA,6,2,4,53,22/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2678,sukuroi026,54,1,1,2,4,6,NA,NA,NA,NA,2,6,4,54,23/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2679,sukuroi027,55,1,2,2,4,5,6,NA,NA,NA,2,4,6,55,23/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2680,sukuroi028,56,1,2,2,3,5,6,NA,NA,NA,5,3,2,56,23/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2681,sukuroi029,57,1,2,2,3,5,6,NA,NA,NA,6,2,3,57,23/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2682,sukuroi030,58,1,2,2,3,4,6,NA,NA,NA,6,2,3,58,23/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2683,sukuroi031,59,1,2,2,3,4,6,NA,NA,NA,6,3,5,59,23/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2684,sukuroi032,60,1,2,2,3,4,5,6,NA,NA,3,2,6,60,23/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2685,sukuroi033,61,1,2,2,3,4,5,6,NA,NA,5,3,2,61,23/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2686,sukuroi034,62,1,2,2,3,4,5,NA,NA,NA,2,4,2,62,23/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2687,sukuroi035,63,1,2,2,3,5,6,NA,NA,NA,5,3,2,63,23/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2688,sukuroi036,64,1,2,2,3,5,6,NA,NA,NA,6,3,5,64,23/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2689,sukuroi037,65,2,2,4,5,6,NA,NA,NA,NA,5,6,4,65,23/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2690,sukuroi038,66,1,2,3,5,6,NA,NA,NA,NA,6,3,5,66,23/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2691,sukuroi039,68,1,2,2,5,6,NA,NA,NA,NA,2,6,5,68,25/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2692,sukuroi039,68,1,2,2,5,6,NA,NA,NA,NA,2,6,5,67,25/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2693,sukuroi039,67,1,2,3,5,6,NA,NA,NA,NA,5,3,6,68,25/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2694,sukuroi039,67,1,2,3,5,6,NA,NA,NA,NA,5,3,6,67,25/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2695,sukuroi040,69,1,2,2,3,4,5,NA,NA,NA,NA,NA,NA,69,26/11/15,westgate,waso west,remot,sukuroi,baseline,NRT
2696,tourist camp 001,78,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,78,23/06/15,sera,sere olipi,sere olipi,sere olipi,baseline,NRT
2697,tourist camp 002,79,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,79,23/06/15,sera,sere olipi,sere olipi,sere olipi,baseline,NRT
2698,tourist camp 003,80,1,1,2,4,6,NA,NA,NA,NA,NA,NA,NA,80,23/06/15,sera,sere olipi,sere olipi,sere olipi,baseline,NRT
2699,tourist camp 004,81,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,81,24/06/15,sera,sere olipi,sere olipi,sere olipi,baseline,NRT
2700,tourist camp 005,82,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,82,24/06/15,sera,sere olipi,sere olipi,sere olipi,baseline,NRT
2701,tourist camp 006,83,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,83,23/06/15,sera,sere olipi,sere olipi,sere olipi,baseline,NRT
2702,tourist camp 007,84,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,84,24/06/15,sera,sere olipi,sere olipi,sere olipi,baseline,NRT
2703,tourist camp 008,85,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,85,24/06/15,sera,sere olipi,sere olipi,sere olipi,baseline,NRT
2704,tourist camp 009,86,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,86,24/06/15,sera,sere olipi,sere olipi,sere olipi,baseline,NRT
2705,tourist camp 010,87,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,87,23/06/15,sera,sere olipi,sere olipi,sere olipi,baseline,NRT
2706,tourist camp 011,260,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,260,26/06/15,sera,sere olipi,sere olipi,sere olipi,baseline,NRT
2707,tourist camp 012,261,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,261,25/06/15,sera,sere olipi,sere olipi,sere olipi,baseline,NRT
2708,tourist camp 013,262,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,262,26/06/15,sera,sere olipi,sere olipi,sere olipi,baseline,NRT
2709,tourist camp 014,263,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,263,26/06/15,sera,sere olipi,sere olipi,sere olipi,baseline,NRT
2710,tourist camp 015,264,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,264,26/06/15,sera,sere olipi,sere olipi,sere olipi,baseline,NRT
2711,tourist camp 016,265,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,265,26/06/15,sera,sere olipi,sere olipi,sere olipi,baseline,NRT
2712,tourist camp 017,266,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,266,27/06/15,sera,sere olipi,sere olipi,sere olipi,baseline,NRT
2713,town 001,162,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,162,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2714,town 001,162,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,88,23/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2715,town 001,162,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,300,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2716,town 001,88,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,162,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2717,town 001,88,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,88,23/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2718,town 001,88,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,300,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2719,town 001,300,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,162,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2720,town 001,300,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,88,23/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2721,town 001,300,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,300,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2722,town 002,163,1,2,4,2,6,NA,NA,NA,NA,NA,NA,NA,163,25/06/15,sera,sere olipi,sere olipi,town ,baseline,NRT
2723,town 002,163,1,2,4,2,6,NA,NA,NA,NA,NA,NA,NA,89,23/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2724,town 002,163,1,2,4,2,6,NA,NA,NA,NA,NA,NA,NA,301,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2725,town 002,89,1,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,163,25/06/15,sera,sere olipi,sere olipi,town ,baseline,NRT
2726,town 002,89,1,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,89,23/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2727,town 002,89,1,2,5,4,3,NA,NA,NA,NA,NA,NA,NA,301,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2728,town 002,301,1,2,3,9,NA,NA,NA,NA,struggle for position in leadership,NA,NA,NA,163,25/06/15,sera,sere olipi,sere olipi,town ,baseline,NRT
2729,town 002,301,1,2,3,9,NA,NA,NA,NA,struggle for position in leadership,NA,NA,NA,89,23/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2730,town 002,301,1,2,3,9,NA,NA,NA,NA,struggle for position in leadership,NA,NA,NA,301,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2731,town 003,164,1,2,4,2,6,NA,NA,NA,NA,NA,NA,NA,164,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2732,town 003,164,1,2,4,2,6,NA,NA,NA,NA,NA,NA,NA,302,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2733,town 003,164,1,2,4,2,6,NA,NA,NA,NA,NA,NA,NA,90,23/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2734,town 003,302,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,164,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2735,town 003,302,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,302,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2736,town 003,302,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,90,23/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2737,town 003,90,1,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,164,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2738,town 003,90,1,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,302,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2739,town 003,90,1,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,90,23/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2740,town 004,91,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,91,23/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2741,town 004,91,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,303,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2742,town 004,91,1,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,165,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2743,town 004,303,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,23/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2744,town 004,303,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2745,town 004,303,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2746,town 004,165,1,2,4,6,2,NA,NA,NA,NA,NA,NA,NA,91,23/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2747,town 004,165,1,2,4,6,2,NA,NA,NA,NA,NA,NA,NA,303,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2748,town 004,165,1,2,4,6,2,NA,NA,NA,NA,NA,NA,NA,165,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2749,town 005,304,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,304,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2750,town 005,304,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,166,25/06/15,sera,sere olipi,sere olipi,town ,baseline,NRT
2751,town 005,304,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,92,23/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2752,town 005,166,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,304,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2753,town 005,166,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,166,25/06/15,sera,sere olipi,sere olipi,town ,baseline,NRT
2754,town 005,166,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,92,23/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2755,town 005,92,1,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,304,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2756,town 005,92,1,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,166,25/06/15,sera,sere olipi,sere olipi,town ,baseline,NRT
2757,town 005,92,1,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,92,23/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2758,town 006,305,1,2,2,9,NA,NA,NA,NA,struggle to get job positions,NA,NA,NA,305,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2759,town 006,305,1,2,2,9,NA,NA,NA,NA,struggle to get job positions,NA,NA,NA,93,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2760,town 006,305,1,2,2,9,NA,NA,NA,NA,struggle to get job positions,NA,NA,NA,167,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2761,town 006,93,1,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,305,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2762,town 006,93,1,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,93,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2763,town 006,93,1,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,167,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2764,town 006,167,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,305,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2765,town 006,167,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,93,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2766,town 006,167,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,167,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2767,town 007,168,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,168,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2768,town 007,168,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,306,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2769,town 007,168,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,94,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2770,town 007,306,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,168,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2771,town 007,306,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,306,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2772,town 007,306,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,94,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2773,town 007,94,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,168,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2774,town 007,94,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,306,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2775,town 007,94,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,94,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2776,town 008,100,1,2,4,3,6,NA,NA,NA,NA,NA,NA,NA,100,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2777,town 008,100,1,2,4,3,6,NA,NA,NA,NA,NA,NA,NA,169,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2778,town 008,100,1,2,4,3,6,NA,NA,NA,NA,NA,NA,NA,307,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2779,town 008,169,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,100,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2780,town 008,169,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,169,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2781,town 008,169,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,307,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2782,town 008,307,1,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,100,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2783,town 008,307,1,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,169,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2784,town 008,307,1,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,307,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2785,town 009,95,1,2,6,2,3,NA,NA,NA,NA,NA,NA,NA,95,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2786,town 009,95,1,2,6,2,3,NA,NA,NA,NA,NA,NA,NA,170,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2787,town 009,95,1,2,6,2,3,NA,NA,NA,NA,NA,NA,NA,308,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2788,town 009,170,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,95,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2789,town 009,170,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,170,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2790,town 009,170,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,308,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2791,town 009,308,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2792,town 009,308,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2793,town 009,308,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2794,town 010,309,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2795,town 010,309,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2796,town 010,309,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2797,town 010,171,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,309,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2798,town 010,171,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,171,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2799,town 010,171,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,96,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2800,town 010,96,1,2,6,2,3,NA,NA,NA,NA,NA,NA,NA,309,25/06/15,sera,waso,sere olipi,town,baseline,NRT
2801,town 010,96,1,2,6,2,3,NA,NA,NA,NA,NA,NA,NA,171,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2802,town 010,96,1,2,6,2,3,NA,NA,NA,NA,NA,NA,NA,96,24/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2803,town 011,97,1,2,4,6,2,NA,NA,NA,NA,NA,NA,NA,97,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2804,town 011,97,1,2,4,6,2,NA,NA,NA,NA,NA,NA,NA,172,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2805,town 011,97,1,2,4,6,2,NA,NA,NA,NA,NA,NA,NA,310,26/06/15,sera,waso,sere olipi,town,baseline,NRT
2806,town 011,172,1,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,97,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2807,town 011,172,1,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,172,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2808,town 011,172,1,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,310,26/06/15,sera,waso,sere olipi,town,baseline,NRT
2809,town 011,310,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,97,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2810,town 011,310,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,172,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2811,town 011,310,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,310,26/06/15,sera,waso,sere olipi,town,baseline,NRT
2812,town 012,173,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,173,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2813,town 012,173,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,311,26/06/15,sera,waso,sere olipi,town,baseline,NRT
2814,town 012,173,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,98,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2815,town 012,311,1,2,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,173,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2816,town 012,311,1,2,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,311,26/06/15,sera,waso,sere olipi,town,baseline,NRT
2817,town 012,311,1,2,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2818,town 012,98,1,2,6,4,3,NA,NA,NA,NA,NA,NA,NA,173,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2819,town 012,98,1,2,6,4,3,NA,NA,NA,NA,NA,NA,NA,311,26/06/15,sera,waso,sere olipi,town,baseline,NRT
2820,town 012,98,1,2,6,4,3,NA,NA,NA,NA,NA,NA,NA,98,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2821,town 013,174,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,174,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2822,town 013,174,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,99,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2823,town 013,174,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,312,26/06/15,sera,waso,sere olipi,town,baseline,NRT
2824,town 013,99,1,2,4,6,2,NA,NA,NA,NA,NA,NA,NA,174,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2825,town 013,99,1,2,4,6,2,NA,NA,NA,NA,NA,NA,NA,99,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2826,town 013,99,1,2,4,6,2,NA,NA,NA,NA,NA,NA,NA,312,26/06/15,sera,waso,sere olipi,town,baseline,NRT
2827,town 013,312,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,174,26/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2828,town 013,312,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,99,25/06/15,sera,sere olipi,sere olipi,town,baseline,NRT
2829,town 013,312,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,312,26/06/15,sera,waso,sere olipi,town,baseline,NRT
