,hhid,index.x,security_status,feel_safe,conflict1,conflict2,conflict3,conflict4,conflict5,conflict6,other_conflict,conflict_rank1,conflict_rank2,conflict_rank3,index.y,date,ccy,location,sublocation,village,survey_type,nrt
428,lerug005,274,2,2,4,2,6,NA,NA,NA,NA,NA,NA,NA,274,24/06/15,namunyak,lerug,lerug,lerug,baseline,NRT
429,lerug005,274,2,2,4,2,6,NA,NA,NA,NA,NA,NA,NA,274,24/06/15,namunyak,lerug,lerug,lerug,baseline,NRT
430,lerug005,274,2,2,4,2,6,NA,NA,NA,NA,NA,NA,NA,274,24/06/15,namunyak,lerug,lerug,lerug,baseline,NRT
431,lerug005,274,2,2,4,2,6,NA,NA,NA,NA,NA,NA,NA,274,24/06/15,namunyak,lerug,lerug,lerug,baseline,NRT
432,lerug006,275,2,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,275,24/06/15,namunyak,lerug,lerug,lerug,baseline,NRT
433,lerug006,275,2,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,275,24/06/15,namunyak,lerug,lerug,lerug,baseline,NRT
434,lerug006,275,2,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,275,24/06/15,namunyak,lerug,lerug,lerug,baseline,NRT
435,lerug006,275,2,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,275,24/06/15,namunyak,lerug,lerug,lerug,baseline,NRT
436,lesurua 001,1,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,1,22/06/15,sera,waso,archers post,lesurua,baseline,NRT
437,lesurua 002,2,2,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,2,22/06/15,sera,waso,archers post,lesurua,baseline,NRT
438,lesurua 003,3,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,3,22/06/15,sera,waso,archers post,lesurua,baseline,NRT
439,lesurua 004,4,1,1,2,4,5,NA,NA,NA,NA,NA,NA,NA,4,23/06/15,sera,waso,archers post,lesurua,baseline,NRT
440,lesurua 005,5,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,5,23/06/15,sera,waso,archers post,lesurua,baseline,NRT
441,lesurua 006,6,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,6,23/06/15,sera,waso,archers post,lesurua,baseline,NRT
442,lesurua 007,7,2,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,7,23/06/15,sera,waso,archers post,lesurua,baseline,NRT
443,lesurua 008,8,2,1,2,4,6,NA,NA,NA,NA,NA,NA,NA,8,23/06/15,sera,waso,lerata,lesurua,baseline,NRT
444,lesurua 009,9,1,1,2,4,5,NA,NA,NA,NA,NA,NA,NA,9,23/06/15,sera,waso,archers post,lesurua,baseline,NRT
445,lesurua 010,10,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,10,23/06/15,sera,waso,archers post,lesurua,baseline,NRT
446,lesurua 011,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,24/06/15,sera,waso,archers post,lesurua,baseline,NRT
447,lesurua 012,12,1,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,12,24/06/15,sera,waso,archers post,lesurua,baseline,NRT
448,lesurua 013,13,2,1,2,4,5,NA,NA,NA,NA,NA,NA,NA,13,24/06/15,sera,waso,archers post,lesurua,baseline,NRT
449,lesurua 014,14,2,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,14,24/06/15,sera,waso,archers post,lesurua,baseline,NRT
450,lesurua 015,15,1,2,5,2,4,NA,NA,NA,NA,NA,NA,NA,15,24/06/15,sera,waso,archers post,lesurua,baseline,NRT
451,lesurua 016,16,2,2,5,2,4,NA,NA,NA,NA,NA,NA,NA,16,24/06/15,sera,waso,archers post,lesurua,baseline,NRT
452,lesurua 017,17,1,2,5,2,4,NA,NA,NA,NA,NA,NA,NA,17,24/06/15,sera,waso,archers post,lesurua,baseline,NRT
453,letaon001,211,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,211,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
454,letaon001,211,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,211,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
455,letaon001,211,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,211,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
456,letaon001,211,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,211,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
457,letaon002,212,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,212,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
458,letaon002,212,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,212,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
459,letaon002,212,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,212,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
460,letaon002,212,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,212,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
461,letaon003,213,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,213,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
462,letaon003,213,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,213,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
463,letaon003,213,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,213,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
464,letaon003,213,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,213,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
465,letaon004,214,2,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,214,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
466,letaon004,214,2,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,214,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
467,letaon004,214,2,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,214,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
468,letaon004,214,2,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,214,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
469,letaon005,215,1,2,2,3,4,NA,NA,NA,5,NA,NA,NA,215,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
470,letaon005,215,1,2,2,3,4,NA,NA,NA,5,NA,NA,NA,215,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
471,letaon005,215,1,2,2,3,4,NA,NA,NA,5,NA,NA,NA,215,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
472,letaon005,215,1,2,2,3,4,NA,NA,NA,5,NA,NA,NA,215,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
473,letaon006,216,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,216,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
474,letaon006,216,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,216,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
475,letaon006,216,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,216,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
476,letaon006,216,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,216,28/06/15,namunyak,nkare narok,nkare narok,letaon,baseline,NRT
477,lkisin001,1,2,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,1,23/06/15,namunyak,ngilai,lkisin,lkisin,baseline,NRT
478,lkisin001,1,2,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,1,23/06/15,namunyak,ngilai,lkisin,lkisin,baseline,NRT
479,lkisin001,1,2,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,1,23/06/15,namunyak,ngilai,lkisin,lkisin,baseline,NRT
480,lkisin001,1,2,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,1,23/06/15,namunyak,ngilai,lkisin,lkisin,baseline,NRT
481,lkisin002,2,1,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,2,23/06/15,namunyak,ngilai west,lkisin,lkisin,baseline,NRT
482,lkisin002,2,1,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,2,23/06/15,namunyak,ngilai west,lkisin,lkisin,baseline,NRT
483,lkisin002,2,1,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,2,23/06/15,namunyak,ngilai west,lkisin,lkisin,baseline,NRT
484,lkisin002,2,1,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,2,23/06/15,namunyak,ngilai west,lkisin,lkisin,baseline,NRT
485,lkisin003,3,1,2,2,6,5,NA,NA,NA,NA,NA,NA,NA,3,23/06/15,namunyak,ngilai west,lkisin,lkisin,baseline,NRT
486,lkisin003,3,1,2,2,6,5,NA,NA,NA,NA,NA,NA,NA,3,23/06/15,namunyak,ngilai west,lkisin,lkisin,baseline,NRT
487,lkisin003,3,1,2,2,6,5,NA,NA,NA,NA,NA,NA,NA,3,23/06/15,namunyak,ngilai west,lkisin,lkisin,baseline,NRT
488,lkisin003,3,1,2,2,6,5,NA,NA,NA,NA,NA,NA,NA,3,23/06/15,namunyak,ngilai west,lkisin,lkisin,baseline,NRT
489,lkisin004,113,1,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,113,23/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
490,lkisin004,113,1,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,113,23/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
491,lkisin004,113,1,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,113,23/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
492,lkisin004,113,1,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,113,23/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
493,lkisin005,4,1,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,4,23/06/15,namunyak,ngilai west,lkisin,lkisin,baseline,NRT
494,lkisin005,4,1,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,4,23/06/15,namunyak,ngilai west,lkisin,lkisin,baseline,NRT
495,lkisin005,4,1,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,4,23/06/15,namunyak,ngilai west,lkisin,lkisin,baseline,NRT
496,lkisin005,4,1,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,4,23/06/15,namunyak,ngilai west,lkisin,lkisin,baseline,NRT
497,lkisin006,114,1,2,4,6,2,NA,NA,NA,NA,NA,NA,NA,114,23/06/15,namunyak,ngilai,lkisin,lkisin,baseline,NRT
498,lkisin006,114,1,2,4,6,2,NA,NA,NA,NA,NA,NA,NA,114,23/06/15,namunyak,ngilai,lkisin,lkisin,baseline,NRT
499,lkisin006,114,1,2,4,6,2,NA,NA,NA,NA,NA,NA,NA,114,23/06/15,namunyak,ngilai,lkisin,lkisin,baseline,NRT
500,lkisin006,114,1,2,4,6,2,NA,NA,NA,NA,NA,NA,NA,114,23/06/15,namunyak,ngilai,lkisin,lkisin,baseline,NRT
501,lkisin007,5,2,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,5,23/06/15,namunyak,ngilai west,lkisin,lkisin,baseline,NRT
502,lkisin007,5,2,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,5,23/06/15,namunyak,ngilai west,lkisin,lkisin,baseline,NRT
503,lkisin007,5,2,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,5,23/06/15,namunyak,ngilai west,lkisin,lkisin,baseline,NRT
504,lkisin007,5,2,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,5,23/06/15,namunyak,ngilai west,lkisin,lkisin,baseline,NRT
505,lkisin008,115,2,2,6,4,3,NA,NA,NA,NA,NA,NA,NA,115,23/06/15,namunyak,ngilai,lkisin,lkisin,baseline,NRT
506,lkisin008,115,2,2,6,4,3,NA,NA,NA,NA,NA,NA,NA,115,23/06/15,namunyak,ngilai,lkisin,lkisin,baseline,NRT
507,lkisin008,115,2,2,6,4,3,NA,NA,NA,NA,NA,NA,NA,115,23/06/15,namunyak,ngilai,lkisin,lkisin,baseline,NRT
508,lkisin008,115,2,2,6,4,3,NA,NA,NA,NA,NA,NA,NA,115,23/06/15,namunyak,ngilai,lkisin,lkisin,baseline,NRT
509,lkisin009,6,2,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,6,23/06/15,namunyak,ngilai west   ,lkisin,lkisin,baseline,NRT
510,lkisin009,6,2,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,6,23/06/15,namunyak,ngilai west   ,lkisin,lkisin,baseline,NRT
511,lkisin009,6,2,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,6,23/06/15,namunyak,ngilai west   ,lkisin,lkisin,baseline,NRT
512,lkisin009,6,2,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,6,23/06/15,namunyak,ngilai west   ,lkisin,lkisin,baseline,NRT
513,lkisin010,7,2,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,7,24/06/15,namunyak,ngilai west,lkisin,lkisin,baseline,NRT
514,lkisin010,7,2,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,7,24/06/15,namunyak,ngilai west,lkisin,lkisin,baseline,NRT
515,lkisin010,7,2,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,7,24/06/15,namunyak,ngilai west,lkisin,lkisin,baseline,NRT
516,lkisin010,7,2,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,7,24/06/15,namunyak,ngilai west,lkisin,lkisin,baseline,NRT
517,lkisin011,116,1,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,116,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
518,lkisin011,116,1,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,116,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
519,lkisin011,116,1,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,116,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
520,lkisin011,116,1,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,116,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
521,lkisin012,117,2,2,7,4,2,NA,NA,NA,NA,NA,NA,NA,117,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
522,lkisin012,117,2,2,7,4,2,NA,NA,NA,NA,NA,NA,NA,117,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
523,lkisin012,117,2,2,7,4,2,NA,NA,NA,NA,NA,NA,NA,117,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
524,lkisin012,117,2,2,7,4,2,NA,NA,NA,NA,NA,NA,NA,117,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
525,lkisin013,118,2,2,7,4,2,NA,NA,NA,NA,NA,NA,NA,118,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
526,lkisin013,118,2,2,7,4,2,NA,NA,NA,NA,NA,NA,NA,118,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
527,lkisin013,118,2,2,7,4,2,NA,NA,NA,NA,NA,NA,NA,118,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
528,lkisin013,118,2,2,7,4,2,NA,NA,NA,NA,NA,NA,NA,118,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
529,lkisin014,119,2,2,7,4,2,NA,NA,NA,NA,NA,NA,NA,119,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
530,lkisin014,119,2,2,7,4,2,NA,NA,NA,NA,NA,NA,NA,119,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
531,lkisin014,119,2,2,7,4,2,NA,NA,NA,NA,NA,NA,NA,119,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
532,lkisin014,119,2,2,7,4,2,NA,NA,NA,NA,NA,NA,NA,119,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
533,lkisin025,120,2,2,3,5,6,NA,NA,NA,NA,NA,NA,NA,120,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
534,lkisin025,120,2,2,3,5,6,NA,NA,NA,NA,NA,NA,NA,120,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
535,lkisin025,120,2,2,3,5,6,NA,NA,NA,NA,NA,NA,NA,120,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
536,lkisin025,120,2,2,3,5,6,NA,NA,NA,NA,NA,NA,NA,120,24/06/15,namunyak,ngilai ,lkisin,lkisin,baseline,NRT
537,loigama001,268,2,2,4,6,2,NA,NA,NA,NA,NA,NA,NA,268,23/06/15,namunyak,liogama,liogama,loigama,baseline,NRT
538,loigama001,268,2,2,4,6,2,NA,NA,NA,NA,NA,NA,NA,268,23/06/15,namunyak,liogama,liogama,loigama,baseline,NRT
539,loigama001,268,2,2,4,6,2,NA,NA,NA,NA,NA,NA,NA,268,23/06/15,namunyak,liogama,liogama,loigama,baseline,NRT
540,loigama001,268,2,2,4,6,2,NA,NA,NA,NA,NA,NA,NA,268,23/06/15,namunyak,liogama,liogama,loigama,baseline,NRT
541,loigama002,269,1,2,6,2,4,NA,NA,NA,NA,NA,NA,NA,269,23/06/15,namunyak,liogama,liogama,loigama,baseline,NRT
542,loigama002,269,1,2,6,2,4,NA,NA,NA,NA,NA,NA,NA,269,23/06/15,namunyak,liogama,liogama,loigama,baseline,NRT
543,loigama002,269,1,2,6,2,4,NA,NA,NA,NA,NA,NA,NA,269,23/06/15,namunyak,liogama,liogama,loigama,baseline,NRT
544,loigama002,269,1,2,6,2,4,NA,NA,NA,NA,NA,NA,NA,269,23/06/15,namunyak,liogama,liogama,loigama,baseline,NRT
545,loigama003,270,2,2,4,2,6,NA,NA,NA,NA,NA,NA,NA,270,23/06/15,namunyak,liogama,liogama,loigama,baseline,NRT
546,loigama003,270,2,2,4,2,6,NA,NA,NA,NA,NA,NA,NA,270,23/06/15,namunyak,liogama,liogama,loigama,baseline,NRT
547,loigama003,270,2,2,4,2,6,NA,NA,NA,NA,NA,NA,NA,270,23/06/15,namunyak,liogama,liogama,loigama,baseline,NRT
548,loigama003,270,2,2,4,2,6,NA,NA,NA,NA,NA,NA,NA,270,23/06/15,namunyak,liogama,liogama,loigama,baseline,NRT
549,loitoriori001,40,1,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,40,25/06/15,namunyak,sereolipi,sereolipi,loitoriori,baseline,NRT
550,loitoriori001,40,1,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,40,25/06/15,namunyak,sereolipi,sereolipi,loitoriori,baseline,NRT
551,loitoriori001,40,1,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,40,25/06/15,namunyak,sereolipi,sereolipi,loitoriori,baseline,NRT
552,loitoriori001,40,1,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,40,25/06/15,namunyak,sereolipi,sereolipi,loitoriori,baseline,NRT
553,loitoriori002,41,1,2,4,5,6,NA,NA,NA,NA,NA,NA,NA,41,25/06/15,namunyak,sereolipi,sereolipi,loitoriori,baseline,NRT
554,loitoriori002,41,1,2,4,5,6,NA,NA,NA,NA,NA,NA,NA,41,25/06/15,namunyak,sereolipi,sereolipi,loitoriori,baseline,NRT
555,loitoriori002,41,1,2,4,5,6,NA,NA,NA,NA,NA,NA,NA,41,25/06/15,namunyak,sereolipi,sereolipi,loitoriori,baseline,NRT
556,loitoriori002,41,1,2,4,5,6,NA,NA,NA,NA,NA,NA,NA,41,25/06/15,namunyak,sereolipi,sereolipi,loitoriori,baseline,NRT
557,loitoriori003,42,1,2,6,4,5,NA,NA,NA,NA,NA,NA,NA,42,25/06/15,namunyak,sereolipi,sereolipi,loitoriori,baseline,NRT
558,loitoriori003,42,1,2,6,4,5,NA,NA,NA,NA,NA,NA,NA,42,25/06/15,namunyak,sereolipi,sereolipi,loitoriori,baseline,NRT
559,loitoriori003,42,1,2,6,4,5,NA,NA,NA,NA,NA,NA,NA,42,25/06/15,namunyak,sereolipi,sereolipi,loitoriori,baseline,NRT
560,loitoriori003,42,1,2,6,4,5,NA,NA,NA,NA,NA,NA,NA,42,25/06/15,namunyak,sereolipi,sereolipi,loitoriori,baseline,NRT
561,lolkeresire001,85,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,85,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT
562,lolkeresire001,85,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,85,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT
563,lolkeresire001,85,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,85,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT
564,lolkeresire001,85,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,85,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT
565,lolkeresire002,84,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,84,26/06/15,namunyak,ngilai west   ,golgoltim,lolkeresire,baseline,NRT
566,lolkeresire002,84,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,84,26/06/15,namunyak,ngilai west   ,golgoltim,lolkeresire,baseline,NRT
567,lolkeresire002,84,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,84,26/06/15,namunyak,ngilai west   ,golgoltim,lolkeresire,baseline,NRT
568,lolkeresire002,84,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,84,26/06/15,namunyak,ngilai west   ,golgoltim,lolkeresire,baseline,NRT
569,lolkeresire003,83,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,83,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT
570,lolkeresire003,83,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,83,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT
571,lolkeresire003,83,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,83,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT
572,lolkeresire003,83,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,83,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT
573,lolkeresire004,82,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,82,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT
574,lolkeresire004,82,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,82,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT
575,lolkeresire004,82,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,82,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT
576,lolkeresire004,82,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,82,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT
577,lolkeresire005,81,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,81,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT
578,lolkeresire005,81,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,81,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT
579,lolkeresire005,81,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,81,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT
580,lolkeresire005,81,1,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,81,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT
581,lolkeresire006,80,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,80,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT
582,lolkeresire006,80,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,80,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT
583,lolkeresire006,80,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,80,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT
584,lolkeresire006,80,1,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,80,26/06/15,namunyak,ngilai west,golgoltim,lolkeresire,baseline,NRT
585,lololian 001,267,1,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,267,23/06/15,sera,waso,laresoro,lololian,baseline,NRT
586,lololian 002,268,1,2,2,5,3,NA,NA,NA,NA,NA,NA,NA,268,23/06/15,sera,waso,laresoro,lololian,baseline,NRT
587,lololian 003,269,2,1,2,4,3,NA,NA,NA,NA,NA,NA,NA,269,23/06/15,sera,waso,laresoro,lololian,baseline,NRT
588,lololian 004,270,2,1,2,5,3,NA,NA,NA,NA,NA,NA,NA,270,23/06/15,sera,waso,laresoro,lololian,baseline,NRT
589,lololian 005,271,2,1,2,5,3,NA,NA,NA,NA,NA,NA,NA,271,23/06/15,sera,waso,laresoro,lololian,baseline,NRT
590,lololian 006,272,1,1,2,5,3,NA,NA,NA,NA,NA,NA,NA,272,24/06/15,sera,waso,laresoro,lololian,baseline,NRT
591,lololian 007,273,2,1,2,4,6,NA,NA,NA,NA,NA,NA,NA,273,24/06/15,sera,waso,laresoro,lololian,baseline,NRT
592,lololian 008,274,2,1,2,5,3,NA,NA,NA,NA,NA,NA,NA,274,24/06/15,sera,waso,laresoro,lololian,baseline,NRT
593,lololian 009,275,1,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,275,24/06/15,sera,waso,laresoro,lololian,baseline,NRT
594,lololian 010,276,2,1,2,5,4,NA,NA,NA,NA,NA,NA,NA,276,25/06/15,sera,waso,laresoro,lololian,baseline,NRT
595,lololian 011,277,2,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,277,26/06/15,sera,waso,laresoro,lololian,baseline,NRT
596,lololian 012,278,2,1,2,5,4,NA,NA,NA,NA,NA,NA,NA,278,26/06/15,sera,waso,laresoro,lololian,baseline,NRT
597,lololian 013,279,2,1,2,5,3,NA,NA,NA,NA,NA,NA,NA,279,26/06/15,sera,waso,laresoro,lololian,baseline,NRT
598,lololian 014,280,1,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,280,26/06/15,sera,waso,laresoro,lololian,baseline,NRT
599,lololian 015,281,3,1,2,4,5,NA,NA,NA,NA,NA,NA,NA,281,26/06/15,sera,waso,laresoro,lololian,baseline,NRT
600,lololian 016,282,2,1,2,4,5,NA,NA,NA,NA,NA,NA,NA,282,27/06/15,sera,waso,laresoro,lololian,baseline,NRT
601,lololian 017,283,1,2,2,5,4,NA,NA,NA,NA,NA,NA,NA,283,27/06/15,sera,waso,laresoro,lololian,baseline,NRT
602,lololian 018,284,2,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,284,27/06/15,sera,waso,laresoro,lololian,baseline,NRT
603,lololian 019,285,3,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,285,27/06/15,sera,waso,laresoro,lololian,baseline,NRT
604,lololian 020,286,3,1,2,5,4,NA,NA,NA,NA,NA,NA,NA,286,27/06/15,sera,waso,laresoro,lololian,baseline,NRT
605,lololian 021,287,3,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,287,28/06/15,sera,waso,laresoro,lololian,baseline,NRT
606,lololian 022,288,1,1,2,5,3,NA,NA,NA,NA,NA,NA,NA,288,28/06/15,sera,waso,laresoro,lololian,baseline,NRT
607,lololian 023,289,2,1,2,5,3,NA,NA,NA,NA,NA,NA,NA,289,28/06/15,sera,waso,laresoro,lololian,baseline,NRT
