,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,index.y,eat_meat,drink_milk,sick_adults,sick_children,medical_services1,medical_services2,medical_services3,medical_services4,visit,no_times,water_wet_season1,water_wet_season2,water_wet_season3,water_wet_season4,water_wet_season5,important_wet_water,important_wet_water2,important_wet_water3,water_dry_season1,water_dry_season2,water_dry_season3,water_dry_season4,water_dry_season5,important_dry_water,important_dry_water2,important_dry_water3,hours_wet_season,hours_dry_season
100,lekiji002,32,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,32,2,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,8,NA,NA,6,NA,NA,NA,NA,6,NA,NA,1,3
101,lekiji003,164,15/11/15,meibae ,lodungokwe,sesia,kule,baseline,NRT,164,2,2,1,1,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,8,12,NA,NA,NA,NA,NA,NA,8,NA,NA,0.17,1.5
102,lekiji003,164,15/11/15,meibae ,lodungokwe,sesia,kule,baseline,NRT,33,2,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,8,NA,NA,6,NA,NA,NA,NA,6,NA,NA,1,3
103,lekiji003,33,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,164,2,2,1,1,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,8,12,NA,NA,NA,NA,NA,NA,8,NA,NA,0.17,1.5
104,lekiji003,33,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,33,2,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,8,NA,NA,6,NA,NA,NA,NA,6,NA,NA,1,3
105,lekiji003,33,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,164,2,2,1,1,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,8,12,NA,NA,NA,NA,NA,NA,8,NA,NA,0.17,1.5
106,lekiji003,33,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,33,2,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,8,NA,NA,6,NA,NA,NA,NA,6,NA,NA,1,3
107,lekiji004,165,15/11/15,meibae ,lodungokwe,sesia,Lembarie,baseline,NRT,34,2,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,8,NA,NA,6,NA,NA,NA,NA,6,NA,NA,0.75,2
108,lekiji004,165,15/11/15,meibae ,lodungokwe,sesia,Lembarie,baseline,NRT,165,1,2,2,1,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,8,12,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
109,lekiji004,34,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,34,2,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,8,NA,NA,6,NA,NA,NA,NA,6,NA,NA,0.75,2
110,lekiji004,34,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,165,1,2,2,1,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,8,12,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
111,lekiji004,34,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,34,2,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,8,NA,NA,6,NA,NA,NA,NA,6,NA,NA,0.75,2
112,lekiji004,34,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,165,1,2,2,1,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,8,12,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
113,lekiji005,35,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,166,2,2,1,1,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,8,12,NA,NA,NA,NA,NA,NA,8,NA,NA,0.17,2
114,lekiji005,35,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,35,2,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,8,NA,NA,6,NA,NA,NA,NA,6,NA,NA,0.41,2
115,lekiji005,166,15/11/15,meibae ,lodungokwe,sesia,Lembarie,baseline,NRT,166,2,2,1,1,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,8,12,NA,NA,NA,NA,NA,NA,8,NA,NA,0.17,2
116,lekiji005,166,15/11/15,meibae ,lodungokwe,sesia,Lembarie,baseline,NRT,35,2,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,8,NA,NA,6,NA,NA,NA,NA,6,NA,NA,0.41,2
117,lekiji005,35,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,166,2,2,1,1,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,8,12,NA,NA,NA,NA,NA,NA,8,NA,NA,0.17,2
118,lekiji005,35,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,35,2,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,8,NA,NA,6,NA,NA,NA,NA,6,NA,NA,0.41,2
119,lekiji006,167,16/11/15,meibae ,lodungokwe,sesia,Soito naaro,baseline,NRT,167,1,2,1,1,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,8,12,NA,NA,NA,NA,NA,NA,8,NA,NA,0.5,2
120,lekiji007,168,16/11/15,meibae ,lodungokwe,sesia,Loruko,baseline,NRT,168,2,2,1,1,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,8,12,NA,NA,NA,NA,NA,NA,8,NA,NA,0.67,2
121,lekiji008,169,16/11/15,meibae ,lodungokwe,sesia,kule,baseline,NRT,169,2,1,1,2,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0.08,1
122,lekiji009,170,16/11/15,meibae ,lodungokwe,sesia,kule,baseline,NRT,170,2,2,2,1,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0.16,0.5
123,lekiji010,171,16/11/15,meibae ,lodungokwe,sesia,loruko,baseline,NRT,171,2,2,2,1,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0.17,2
124,lekiji011,172,16/11/15,meibae ,lodungokwe,sesia,kule,baseline,NRT,172,2,2,1,2,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0.17,0.67
125,lekiji012,173,17/11/15,meibae ,lodungokwe,sesia,Nanikan,baseline,NRT,173,2,2,2,1,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0.17,0.83
126,lekiji013,174,17/11/15,meibae ,lodungokwe,sesia,Nanikan,baseline,NRT,174,2,2,2,1,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0.17,0.87
127,lekiji014,175,17/11/15,meibae ,lodungokwe,sesia,Nanikan,baseline,NRT,175,2,2,1,1,NA,NA,NA,4,1,8,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0.33,0.67
128,Lekiji015,176,17/11/15,meibae ,lodungokwe,sesia,loroko,baseline,NRT,176,2,2,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0.5,1
129,lekiji016,177,17/11/15,meibae ,lodungokwe,sesia,lpus,baseline,NRT,177,2,2,1,1,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,8,12,NA,NA,NA,NA,NA,NA,8,NA,NA,0.17,1
130,lekiji017,178,18/11/15,meibae ,lodungokwe,sesia,lpus,baseline,NRT,178,2,2,1,1,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,8,12,NA,NA,NA,NA,NA,NA,8,NA,NA,0.08,0.5
131,lekiji018,179,18/11/15,meibae ,lodungokwe,sesia,Nonkupuli,baseline,NRT,179,2,2,1,2,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0.17,3
132,lekiji019,180,18/11/15,meibae ,lodungokwe,sesia,Nonkupuli,baseline,NRT,180,2,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,8,12,NA,NA,NA,NA,NA,NA,8,NA,NA,0.17,2.5
133,lekiji020,181,18/11/15,meibae ,lodungokwe,sesia,Nonkupuli,baseline,NRT,181,1,2,1,1,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,8,12,NA,NA,NA,NA,NA,NA,8,NA,NA,0.25,3
134,lekiji021,182,18/11/15,meibae ,lodungokwe,sesia,Nonkupuli,baseline,NRT,182,2,2,1,2,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,8,12,NA,NA,NA,NA,NA,NA,8,NA,NA,0.25,2.5
135,lekiji022,183,18/11/15,meibae ,lodungokwe,sesia,Nonkupuli,baseline,NRT,183,2,1,1,1,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,8,12,NA,NA,NA,NA,NA,NA,8,NA,NA,0.17,3
136,lekiji023,184,19/11/15,meibae ,lodungokwe,sesia,Nonkupuli,baseline,NRT,184,2,2,1,1,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0.17,3
137,lekiji024,185,19/11/15,meibae ,lodungokwe,sesia,lpus,baseline,NRT,185,2,2,1,1,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,8,12,NA,NA,NA,NA,NA,NA,8,NA,NA,0.17,2
138,lekiji025,186,19/11/15,meibae ,lodungokwe,sesia,kule,baseline,NRT,186,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0.25,2
139,lekiji026,187,19/11/15,meibae ,lodungokwe,sesia,Lembarie,baseline,NRT,187,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0.33,2
140,lekiji027,188,19/11/15,meibae ,lodungokwe,sesia,Loruko,baseline,NRT,188,1,2,2,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0.33,0.33
141,lekiji028,189,20/11/15,meibae ,lodungokwe,sesia,loruko,baseline,NRT,189,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0.33,1
142,lekiji029,190,20/11/15,meibae ,lodungokwe,sesia,kule,baseline,NRT,190,2,2,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0.17,0.67
143,lekiji030,191,20/11/15,meibae ,lodungokwe,sesia,Lembarie,baseline,NRT,191,1,2,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0.17,0.5
144,lekiji031,192,20/11/15,meibae ,lodungokwe,sesia,Lembarie,baseline,NRT,192,2,2,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0.17,0.67
145,lekiji032,193,20/11/15,meibae ,lodungokwe,sesia,Lembarie,baseline,NRT,193,2,2,1,1,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,8,12,NA,NA,NA,NA,NA,NA,8,NA,NA,0.08,0.17
146,lekiji033,194,21/11/15,meibae ,lodungokwe,sesia,Lembarie,baseline,NRT,194,2,2,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0.17,0.5
147,lekiji034,195,21/11/15,meibae ,lodungokwe,sesia,Lembarie,baseline,NRT,195,2,2,2,1,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0.17,0.67
148,lekiji035,196,21/11/15,meibae ,lodungokwe,sesia,Lembarie,baseline,NRT,196,2,2,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,8,12,NA,NA,NA,NA,NA,NA,8,NA,NA,0.17,0.33
149,lekurruki001,1,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,1,1,2,1,1,NA,2,NA,NA,2,1,NA,NA,NA,NA,NA,5,6,7,NA,NA,NA,NA,NA,5,6,10,20 mns,2
150,lekurruki001,1,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,192,2,2,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,7,NA,NA,NA,NA,NA,5,10,6,45 mns,4
151,lekurruki001,192,28/11/15,lekurruki,mukogodo,kurikuri,kantana,baseline,NRT,1,1,2,1,1,NA,2,NA,NA,2,1,NA,NA,NA,NA,NA,5,6,7,NA,NA,NA,NA,NA,5,6,10,20 mns,2
152,lekurruki001,192,28/11/15,lekurruki,mukogodo,kurikuri,kantana,baseline,NRT,192,2,2,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,10,7,NA,NA,NA,NA,NA,5,10,6,45 mns,4
153,lekurruki002,2,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,2,1,2,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,7,12,5,NA,NA,NA,NA,NA,6,5,10,0.5,1.5
154,lekurruki002,2,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,193,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,8,10,NA,NA,NA,NA,NA,7,10,5,2,6
155,lekurruki002,193,28/11/15,lekurruki,mukogodo,kurikuri,martii,baseline,NRT,2,1,2,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,7,12,5,NA,NA,NA,NA,NA,6,5,10,0.5,1.5
156,lekurruki002,193,28/11/15,lekurruki,mukogodo,kurikuri,martii,baseline,NRT,193,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,8,10,NA,NA,NA,NA,NA,7,10,5,2,6
157,lekurruki003,194,28/11/15,lekurruki,mukogodo,kurikuri,anadungoro,baseline,NRT,194,2,2,2,1,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,7,6,NA,NA,NA,NA,NA,NA,11,NA,NA,45 mns,1.5
158,lekurruki003,194,28/11/15,lekurruki,mukogodo,kurikuri,anadungoro,baseline,NRT,3,1,1,1,1,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,5,7,12,NA,NA,NA,NA,NA,10,6,5,0.5,2
159,lekurruki003,3,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,194,2,2,2,1,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,7,6,NA,NA,NA,NA,NA,NA,11,NA,NA,45 mns,1.5
160,lekurruki003,3,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,3,1,1,1,1,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,5,7,12,NA,NA,NA,NA,NA,10,6,5,0.5,2
161,lekurruki004,195,28/11/15,lekurruki,mukogodo,kurikuri,doldol,baseline,NRT,195,2,2,2,1,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,6,2,4,NA,NA,NA,NA,NA,10,3,5,15 mns,0.5
162,lekurruki004,195,28/11/15,lekurruki,mukogodo,kurikuri,doldol,baseline,NRT,4,2,2,1,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,12,7,5,NA,NA,NA,NA,NA,5,6,NA,40 mns,2
163,lekurruki004,4,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,195,2,2,2,1,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,6,2,4,NA,NA,NA,NA,NA,10,3,5,15 mns,0.5
164,lekurruki004,4,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,4,2,2,1,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,12,7,5,NA,NA,NA,NA,NA,5,6,NA,40 mns,2
165,lekurruki005,196,28/11/15,lekurruki,mukogodo,kurikuri,martii,baseline,NRT,196,2,2,1,1,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,5,6,12,NA,NA,NA,NA,NA,7,8,NA,3 mns,2
166,lekurruki005,196,28/11/15,lekurruki,mukogodo,kurikuri,martii,baseline,NRT,5,1,1,1,1,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,6,5,7,NA,NA,NA,NA,NA,10,6,5,0.5,2
167,lekurruki005,5,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,196,2,2,1,1,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,5,6,12,NA,NA,NA,NA,NA,7,8,NA,3 mns,2
168,lekurruki005,5,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,5,1,1,1,1,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,6,5,7,NA,NA,NA,NA,NA,10,6,5,0.5,2
169,lekurruki006,197,28/11/15,lekurruki,mukogodo,kurikuri,tool,baseline,NRT,197,1,1,1,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,5,8,7,NA,NA,NA,NA,NA,8,5,NA,8 mns,3.5
170,lekurruki006,197,28/11/15,lekurruki,mukogodo,kurikuri,tool,baseline,NRT,6,1,1,1,1,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,5,7,6,NA,NA,NA,NA,NA,10,6,5,20 mns,1
171,lekurruki006,6,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,197,1,1,1,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,5,8,7,NA,NA,NA,NA,NA,8,5,NA,8 mns,3.5
172,lekurruki006,6,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,6,1,1,1,1,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,5,7,6,NA,NA,NA,NA,NA,10,6,5,20 mns,1
173,lekurruki007,7,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,7,1,1,2,1,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,5,7,6,NA,NA,NA,NA,NA,6,10,5,40 mns,2
174,lekurruki007,7,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,198,1,2,1,1,1,2,NA,4,2,5,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2
175,lekurruki007,198,28/11/15,lekurruki,mukogodo,kurikuri,nadungoro,baseline,NRT,7,1,1,2,1,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,5,7,6,NA,NA,NA,NA,NA,6,10,5,40 mns,2
176,lekurruki007,198,28/11/15,lekurruki,mukogodo,kurikuri,nadungoro,baseline,NRT,198,1,2,1,1,1,2,NA,4,2,5,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2
177,lekurruki008,199,28/11/15,lekurruki,mukogodo,kurikuri,nadungoro,baseline,NRT,199,1,1,1,1,1,NA,NA,4,1,NA,NA,NA,NA,NA,NA,8,5,7,NA,NA,NA,NA,NA,5,8,NA,0.5,3
178,lekurruki008,199,28/11/15,lekurruki,mukogodo,kurikuri,nadungoro,baseline,NRT,8,1,1,1,1,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,5,7,6,NA,NA,NA,NA,NA,5,10,6,0.5,2
179,lekurruki008,8,01/12/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,199,1,1,1,1,1,NA,NA,4,1,NA,NA,NA,NA,NA,NA,8,5,7,NA,NA,NA,NA,NA,5,8,NA,0.5,3
180,lekurruki008,8,01/12/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,8,1,1,1,1,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,5,7,6,NA,NA,NA,NA,NA,5,10,6,0.5,2
181,lekurruki009,200,28/11/15,lekurruki,mukogodo,kurikuri,nandungoro,baseline,NRT,200,2,2,1,1,NA,2,NA,NA,2,5,NA,NA,NA,NA,NA,7,12,3,NA,NA,NA,NA,NA,8,7,NA,1,1.5
182,lekurruki009,200,28/11/15,lekurruki,mukogodo,kurikuri,nandungoro,baseline,NRT,9,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,7,6,NA,NA,NA,NA,NA,5,10,6,1,2
183,lekurruki009,9,01/12/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,200,2,2,1,1,NA,2,NA,NA,2,5,NA,NA,NA,NA,NA,7,12,3,NA,NA,NA,NA,NA,8,7,NA,1,1.5
184,lekurruki009,9,01/12/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,9,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,7,6,NA,NA,NA,NA,NA,5,10,6,1,2
185,lekurruki010,201,28/11/15,lekurruki,mukogodo,kurikuri,nandungoro,baseline,NRT,201,2,2,2,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,7,NA,NA,NA,NA,NA,NA,7,8,NA,2,5
186,lekurruki010,201,28/11/15,lekurruki,mukogodo,kurikuri,nandungoro,baseline,NRT,10,2,2,1,1,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,5,6,2,NA,NA,NA,NA,NA,6,5,10,35 mns,2.5
187,lekurruki010,10,01/12/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,201,2,2,2,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,7,NA,NA,NA,NA,NA,NA,7,8,NA,2,5
188,lekurruki010,10,01/12/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,10,2,2,1,1,NA,NA,NA,4,2,2,NA,NA,NA,NA,NA,5,6,2,NA,NA,NA,NA,NA,6,5,10,35 mns,2.5
189,lekurruki011,11,01/12/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,11,1,1,1,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,6,5,7,NA,NA,NA,NA,NA,10,5,6,1,2
190,lekurruki012,12,01/12/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,12,1,2,1,1,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,5,6,7,NA,NA,NA,NA,NA,5,10,6,0.5,1
191,lekurruki013,13,01/12/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,13,1,1,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,6,7,NA,NA,NA,NA,NA,10,5,6,1,2
192,lekurruki014,14,01/12/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,14,2,1,NA,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,5,7,6,NA,NA,NA,NA,NA,5,10,6,0.5,2.5
193,lekurruki015,15,02/12/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,15,1,2,1,2,NA,NA,NA,4,2,3,NA,NA,NA,NA,NA,5,6,7,NA,NA,NA,NA,NA,10,5,6,20 mns,1
194,lekurruki016,16,02/12/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,16,1,2,2,1,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,5,6,7,NA,NA,NA,NA,NA,10,5,6,NA,NA
195,lekurruki017,17,02/12/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,17,1,2,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,6,2,NA,NA,NA,NA,NA,10,5,6,0.5,1
196,lekurruki018,18,02/12/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,18,2,2,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,5,6,7,NA,NA,NA,NA,NA,10,5,6,15 mns,2.5
197,lekurruki019,19,02/12/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,19,2,2,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,7,6,5,NA,NA,NA,NA,NA,5,10,6,1,2
198,lekurruki020,20,02/12/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,20,2,2,1,1,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,5,6,7,NA,NA,NA,NA,NA,10,5,6,0.5,2
199,lekurruki021,21,02/12/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,21,2,2,1,2,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,5,6,7,NA,NA,NA,NA,NA,10,5,6,0.5,1
200,lekurruki022,22,03/12/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,22,1,2,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,7,6,NA,NA,NA,NA,NA,NA,6,NA,NA,0.5,1.5
201,lekurruki023,23,03/12/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,23,1,2,1,1,1,NA,NA,4,1,NA,NA,NA,NA,NA,NA,12,7,NA,NA,NA,NA,NA,NA,7,6,NA,45 mns,1
202,lekurruki024,24,03/12/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,24,1,2,1,1,NA,NA,NA,4,2,1,NA,NA,NA,NA,NA,12,7,NA,NA,NA,NA,NA,NA,7,6,NA,1,3
203,lempaute001,288,21/11/15,westgate,waso west,remot,lempaute,baseline,NRT,288,2,2,1,1,1,NA,3,4,2,2,NA,NA,NA,NA,NA,12,10,5,NA,NA,NA,NA,NA,8,11,NA,5 mns,3
204,lempaute002,289,21/11/15,westgate,waso west,remot,lempaute,baseline,NRT,289,1,2,1,2,1,NA,3,4,1,NA,NA,NA,NA,NA,NA,12,5,10,NA,NA,NA,NA,NA,8,11,7,10 mns,3
205,lempaute003,290,21/11/15,westgate,waso west,remot,lempaute,baseline,NRT,290,1,2,1,2,1,NA,3,4,2,1,NA,NA,NA,NA,NA,12,10,5,NA,NA,NA,NA,NA,8,11,7,10 mns,3
206,lempaute004,291,21/11/15,westgate,waso west,remot,lempaute,baseline,NRT,291,1,2,1,1,1,NA,3,4,1,NA,NA,NA,NA,NA,NA,12,10,5,NA,NA,NA,NA,NA,10,11,NA,0.5,3
207,lempaute005,292,21/11/15,westgate,waso west,remot,lempaute,baseline,NRT,292,1,2,1,1,1,NA,3,4,1,NA,NA,NA,NA,NA,NA,12,10,5,NA,NA,NA,NA,NA,8,11,NA,0.5,2
208,lempaute006,293,21/11/15,westgate,waso west,remot,lempaute,baseline,NRT,293,1,2,1,1,1,NA,3,4,1,NA,NA,NA,NA,NA,NA,12,5,10,NA,NA,NA,NA,NA,8,5,11,0.5,3
209,lempaute007,294,21/11/15,westgate,waso west,remot,lempaute,baseline,NRT,294,2,2,1,1,NA,NA,3,4,1,NA,NA,NA,NA,NA,NA,12,5,10,NA,NA,NA,NA,NA,8,11,NA,0.5,3
210,lempaute008,295,21/11/15,westgate,waso west,remot,lempaute,baseline,NRT,295,1,2,1,2,NA,2,3,4,1,NA,NA,NA,NA,NA,NA,12,5,10,NA,NA,NA,NA,NA,8,11,NA,1,5
211,lempaute009,296,21/11/15,westgate,waso west,remot,lempaute,baseline,NRT,296,1,2,2,1,1,2,3,4,1,NA,NA,NA,NA,NA,NA,12,5,10,NA,NA,NA,NA,NA,8,10,11,25 mns,2
