,hhid,index.x,date,ccy,location,sublocation,village,survey_type,nrt,index.y,grazing_plan,plan_helpful,quality_grazing,follow_plan,no_reason,no_reason1,no_reason2,no_reason3,no_reason4,no_reason5,wet_hhld_livestock_out_ccy,dry_hhld_livestock_out_ccy,wet_no_cattle,wet_no_shoats,wet_no_camels,dry_no_cattle,dry_no_shoats,dry_no_camels,wet_area1,wet_area2,wet_area3,wet_area4,wet_area5,other_wet,dry_area1,dry_area2,dry_area3,dry_area4,dry_area5,other_dry,wet_outside_livestock,dry_outside_livestock,wet_outside_times,dry_outside_times,wet_outside_no,dry_outside_no
85,lbaa lotepes 014,47,24/06/15,sera,sere olipi,sere olipi,lbaa lotepes,baseline,NRT,47,2,2,3,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,3,40,0,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,2,NA,3,NA,11
86,lbaa lotepes 015,48,24/06/15,sera,sere olipi,sere olipi,lbaa lotepes,baseline,NRT,48,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,1,6,0,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,2,NA,3,NA,6
87,lbaa lotepes 016,49,24/06/15,sera,sere olipi,sere olipi,lbaa lotepes,baseline,NRT,49,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,13,0,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,2,NA,3,NA,11
88,lbaa lotepes 017,50,24/06/15,sera,sere olipi,sere olipi,lbaa lotepes,baseline,NRT,50,2,2,3,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,2,18,0,3,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,1,2,NA,3,NA,9
89,lekiji001,31,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,31,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,5,0,0,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA
90,lekiji001,31,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,162,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,20,50,NA,3,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,2,1,2,NA,10,NA
91,lekiji001,162,15/11/15,meibae ,lodungokwe,sesia,kule,baseline,NRT,31,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,5,0,0,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA
92,lekiji001,162,15/11/15,meibae ,lodungokwe,sesia,kule,baseline,NRT,162,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,20,50,NA,3,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,2,1,2,NA,10,NA
93,lekiji001,31,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,31,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,5,0,0,3,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA
94,lekiji001,31,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,162,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,20,50,NA,3,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,2,1,2,NA,10,NA
95,lekiji002,32,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,163,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,70,NA,3,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,2,1,2,NA,10,NA
96,lekiji002,32,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,32,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,40,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,2,1,1,NA,2,NA
97,lekiji002,163,15/11/15,meibae ,lodungokwe,sesia,kule,baseline,NRT,163,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,70,NA,3,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,2,1,2,NA,10,NA
98,lekiji002,163,15/11/15,meibae ,lodungokwe,sesia,kule,baseline,NRT,32,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,40,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,2,1,1,NA,2,NA
99,lekiji002,32,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,163,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2,70,NA,3,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,2,1,2,NA,10,NA
100,lekiji002,32,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,32,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,40,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,2,1,1,NA,2,NA
101,lekiji003,164,15/11/15,meibae ,lodungokwe,sesia,kule,baseline,NRT,164,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,15,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,1,2,NA,6,NA
102,lekiji003,164,15/11/15,meibae ,lodungokwe,sesia,kule,baseline,NRT,33,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,2,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,1,1,NA,NA,NA,NA
103,lekiji003,33,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,164,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,15,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,1,2,NA,6,NA
104,lekiji003,33,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,33,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,2,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,1,1,NA,NA,NA,NA
105,lekiji003,33,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,164,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,15,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,1,2,NA,6,NA
106,lekiji003,33,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,33,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,2,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,1,1,NA,NA,NA,NA
107,lekiji004,165,15/11/15,meibae ,lodungokwe,sesia,Lembarie,baseline,NRT,34,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,20,0,0,3,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,1,1,NA,NA,NA,NA
108,lekiji004,165,15/11/15,meibae ,lodungokwe,sesia,Lembarie,baseline,NRT,165,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,20,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,1,1,NA,8,NA
109,lekiji004,34,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,34,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,20,0,0,3,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,1,1,NA,NA,NA,NA
110,lekiji004,34,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,165,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,20,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,1,1,NA,8,NA
111,lekiji004,34,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,34,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,20,0,0,3,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,1,1,NA,NA,NA,NA
112,lekiji004,34,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,165,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,20,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,1,1,NA,8,NA
113,lekiji005,35,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,166,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,5,130,10,3,NA,NA,NA,NA,NA,1,2,5,NA,NA,NA,2,1,1,NA,12,NA
114,lekiji005,35,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,35,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,4,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,1,1,NA,NA,NA,NA
115,lekiji005,166,15/11/15,meibae ,lodungokwe,sesia,Lembarie,baseline,NRT,166,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,5,130,10,3,NA,NA,NA,NA,NA,1,2,5,NA,NA,NA,2,1,1,NA,12,NA
116,lekiji005,166,15/11/15,meibae ,lodungokwe,sesia,Lembarie,baseline,NRT,35,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,4,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,1,1,NA,NA,NA,NA
117,lekiji005,35,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,166,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,5,130,10,3,NA,NA,NA,NA,NA,1,2,5,NA,NA,NA,2,1,1,NA,12,NA
118,lekiji005,35,19/06/15,namunyak,ngilai,ngilai central,lekiji,baseline,NRT,35,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,4,0,0,3,NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,1,1,NA,NA,NA,NA
119,lekiji006,167,16/11/15,meibae ,lodungokwe,sesia,Soito naaro,baseline,NRT,167,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,5,10,2,3,NA,NA,NA,NA,NA,1,2,5,NA,NA,NA,2,1,1,NA,NA,9
120,lekiji007,168,16/11/15,meibae ,lodungokwe,sesia,Loruko,baseline,NRT,168,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,20,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,1,NA,12,NA
121,lekiji008,169,16/11/15,meibae ,lodungokwe,sesia,kule,baseline,NRT,169,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,30,NA,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,1,1,NA,12,NA
122,lekiji009,170,16/11/15,meibae ,lodungokwe,sesia,kule,baseline,NRT,170,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,12,150,NA,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,2,1,1,NA,12,NA
123,lekiji010,171,16/11/15,meibae ,lodungokwe,sesia,loruko,baseline,NRT,171,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,10,70,3,3,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,2,1,1,NA,12,NA
124,lekiji011,172,16/11/15,meibae ,lodungokwe,sesia,kule,baseline,NRT,172,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,20,40,NA,3,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,2,1,1,NA,12,NA
125,lekiji012,173,17/11/15,meibae ,lodungokwe,sesia,Nanikan,baseline,NRT,173,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,30,120,8,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,8,NA
126,lekiji013,174,17/11/15,meibae ,lodungokwe,sesia,Nanikan,baseline,NRT,174,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,15,70,NA,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,2,1,1,NA,10,NA
127,lekiji014,175,17/11/15,meibae ,lodungokwe,sesia,Nanikan,baseline,NRT,175,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,4,90,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,10,NA
128,Lekiji015,176,17/11/15,meibae ,lodungokwe,sesia,loroko,baseline,NRT,176,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,20,130,10,3,NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,1,1,NA,7,NA
129,lekiji016,177,17/11/15,meibae ,lodungokwe,sesia,lpus,baseline,NRT,177,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,30,NA,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,2,1,2,NA,9,NA
130,lekiji017,178,18/11/15,meibae ,lodungokwe,sesia,lpus,baseline,NRT,178,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,30,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,1,NA,10,NA
131,lekiji018,179,18/11/15,meibae ,lodungokwe,sesia,Nonkupuli,baseline,NRT,179,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,18,50,4,3,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,2,1,1,NA,12,NA
132,lekiji019,180,18/11/15,meibae ,lodungokwe,sesia,Nonkupuli,baseline,NRT,180,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,15,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,1,1,NA,6,NA
133,lekiji020,181,18/11/15,meibae ,lodungokwe,sesia,Nonkupuli,baseline,NRT,181,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,10,30,NA,3,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,2,1,2,NA,9,NA
134,lekiji021,182,18/11/15,meibae ,lodungokwe,sesia,Nonkupuli,baseline,NRT,182,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,5,30,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,1,NA,12,NA
135,lekiji022,183,18/11/15,meibae ,lodungokwe,sesia,Nonkupuli,baseline,NRT,183,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,10,70,NA,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,2,1,1,NA,10,NA
136,lekiji023,184,19/11/15,meibae ,lodungokwe,sesia,Nonkupuli,baseline,NRT,184,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,5,40,4,3,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,2,1,1,NA,6,NA
137,lekiji024,185,19/11/15,meibae ,lodungokwe,sesia,lpus,baseline,NRT,185,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,10,50,NA,3,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,2,1,1,NA,8,NA
138,lekiji025,186,19/11/15,meibae ,lodungokwe,sesia,kule,baseline,NRT,186,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,5,40,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,2,1,1,NA,11,NA
139,lekiji026,187,19/11/15,meibae ,lodungokwe,sesia,Lembarie,baseline,NRT,187,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,4,16,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,1,NA,8,NA
140,lekiji027,188,19/11/15,meibae ,lodungokwe,sesia,Loruko,baseline,NRT,188,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,22,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,1,NA,8,NA
141,lekiji028,189,20/11/15,meibae ,lodungokwe,sesia,loruko,baseline,NRT,189,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,4,26,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,1,NA,9,NA
142,lekiji029,190,20/11/15,meibae ,lodungokwe,sesia,kule,baseline,NRT,190,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,10,40,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,1,NA,9,NA
143,lekiji030,191,20/11/15,meibae ,lodungokwe,sesia,Lembarie,baseline,NRT,191,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,25,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,1,NA,7,NA
144,lekiji031,192,20/11/15,meibae ,lodungokwe,sesia,Lembarie,baseline,NRT,192,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,6,50,NA,3,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,1,1,NA,10,NA
145,lekiji032,193,20/11/15,meibae ,lodungokwe,sesia,Lembarie,baseline,NRT,193,2,2,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,10,13,5,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,1,1,NA,10,NA
146,lekiji033,194,21/11/15,meibae ,lodungokwe,sesia,Lembarie,baseline,NRT,194,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,20,100,NA,3,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,1,1,NA,10,NA
147,lekiji034,195,21/11/15,meibae ,lodungokwe,sesia,Lembarie,baseline,NRT,195,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,4,30,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,NA
148,lekiji035,196,21/11/15,meibae ,lodungokwe,sesia,Lembarie,baseline,NRT,196,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,10,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,1,1,NA,7,NA
149,lekurruki001,1,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,1,2,2,4,1,10,NA,NA,NA,NA,NA,2,2,2,26,0,2,26,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,8,2,11
150,lekurruki001,1,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,192,2,3,1,2,NA,NA,NA,NA,NA,NA,2,2,10,60,0,10,60,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,8,6,1,10
151,lekurruki001,192,28/11/15,lekurruki,mukogodo,kurikuri,kantana,baseline,NRT,1,2,2,4,1,10,NA,NA,NA,NA,NA,2,2,2,26,0,2,26,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,8,2,11
152,lekurruki001,192,28/11/15,lekurruki,mukogodo,kurikuri,kantana,baseline,NRT,192,2,3,1,2,NA,NA,NA,NA,NA,NA,2,2,10,60,0,10,60,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,8,6,1,10
153,lekurruki002,2,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,2,2,3,4,1,10,NA,NA,NA,NA,NA,2,2,4,30,0,4,30,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,8,2,10
154,lekurruki002,2,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,193,2,3,3,2,NA,NA,NA,NA,NA,NA,2,2,0,12,0,0,12,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,4,NA,5
155,lekurruki002,193,28/11/15,lekurruki,mukogodo,kurikuri,martii,baseline,NRT,2,2,3,4,1,10,NA,NA,NA,NA,NA,2,2,4,30,0,4,30,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,8,2,10
156,lekurruki002,193,28/11/15,lekurruki,mukogodo,kurikuri,martii,baseline,NRT,193,2,3,3,2,NA,NA,NA,NA,NA,NA,2,2,0,12,0,0,12,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,4,NA,5
157,lekurruki003,194,28/11/15,lekurruki,mukogodo,kurikuri,anadungoro,baseline,NRT,194,2,3,3,2,NA,NA,NA,NA,NA,NA,2,2,10,40,0,10,40,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,8,8,6,10
158,lekurruki003,194,28/11/15,lekurruki,mukogodo,kurikuri,anadungoro,baseline,NRT,3,2,2,5,1,10,NA,NA,NA,NA,NA,2,2,0,32,0,0,32,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,7,1,9
159,lekurruki003,3,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,194,2,3,3,2,NA,NA,NA,NA,NA,NA,2,2,10,40,0,10,40,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,8,8,6,10
160,lekurruki003,3,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,3,2,2,5,1,10,NA,NA,NA,NA,NA,2,2,0,32,0,0,32,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,7,1,9
161,lekurruki004,195,28/11/15,lekurruki,mukogodo,kurikuri,doldol,baseline,NRT,195,2,3,3,2,NA,NA,NA,NA,NA,NA,2,1,10,30,0,0,0,0,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
162,lekurruki004,195,28/11/15,lekurruki,mukogodo,kurikuri,doldol,baseline,NRT,4,2,2,4,1,10,NA,NA,NA,NA,NA,2,2,20,67,0,20,67,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,6,1,8
163,lekurruki004,4,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,195,2,3,3,2,NA,NA,NA,NA,NA,NA,2,1,10,30,0,0,0,0,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
164,lekurruki004,4,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,4,2,2,4,1,10,NA,NA,NA,NA,NA,2,2,20,67,0,20,67,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,6,1,8
165,lekurruki005,196,28/11/15,lekurruki,mukogodo,kurikuri,martii,baseline,NRT,196,2,3,3,2,NA,NA,NA,NA,NA,NA,2,2,0,0,0,8,100,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,4,NA,7
166,lekurruki005,196,28/11/15,lekurruki,mukogodo,kurikuri,martii,baseline,NRT,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,7,0,0,7,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,1,2,1,4
167,lekurruki005,5,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,196,2,3,3,2,NA,NA,NA,NA,NA,NA,2,2,0,0,0,8,100,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,2,NA,4,NA,7
168,lekurruki005,5,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,7,0,0,7,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,1,2,1,4
169,lekurruki006,197,28/11/15,lekurruki,mukogodo,kurikuri,tool,baseline,NRT,197,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,9,0,0,1,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,2,NA,2,NA,8
170,lekurruki006,197,28/11/15,lekurruki,mukogodo,kurikuri,tool,baseline,NRT,6,98,NA,1,1,NA,NA,NA,NA,NA,NA,2,2,4,22,0,4,22,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,1,8,1,7
171,lekurruki006,6,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,197,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,9,0,0,1,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,2,NA,2,NA,8
172,lekurruki006,6,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,6,98,NA,1,1,NA,NA,NA,NA,NA,NA,2,2,4,22,0,4,22,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,1,8,1,7
173,lekurruki007,7,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,7,2,2,5,1,10,NA,NA,NA,NA,NA,2,2,3,28,0,3,28,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,1,3,2,6
174,lekurruki007,7,30/11/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,198,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,18,24,0,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,2,NA,2,NA,5
175,lekurruki007,198,28/11/15,lekurruki,mukogodo,kurikuri,nadungoro,baseline,NRT,7,2,2,5,1,10,NA,NA,NA,NA,NA,2,2,3,28,0,3,28,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,1,3,2,6
176,lekurruki007,198,28/11/15,lekurruki,mukogodo,kurikuri,nadungoro,baseline,NRT,198,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,18,24,0,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,2,NA,2,NA,5
177,lekurruki008,199,28/11/15,lekurruki,mukogodo,kurikuri,nadungoro,baseline,NRT,199,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,2,0,0,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,2,NA,2,NA,7
178,lekurruki008,199,28/11/15,lekurruki,mukogodo,kurikuri,nadungoro,baseline,NRT,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,23,0,0,23,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,1,3,1,6
179,lekurruki008,8,01/12/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,199,2,3,3,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,2,0,0,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,2,NA,2,NA,7
180,lekurruki008,8,01/12/15,lekurruki,mukogodo,kurikuri,kurikuri,baseline,NRT,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,23,0,0,23,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,1,3,1,6
181,lekurruki009,200,28/11/15,lekurruki,mukogodo,kurikuri,nandungoro,baseline,NRT,200,2,3,2,2,NA,NA,NA,NA,NA,NA,1,2,0,0,0,11,9,0,1,NA,NA,NA,NA,NA,1,4,6,NA,NA,NA,1,2,NA,5,NA,4
182,lekurruki009,200,28/11/15,lekurruki,mukogodo,kurikuri,nandungoro,baseline,NRT,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10,70,0,10,70,0,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,1,4,2,9
